"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,46933,6225,2879,877,804,2398,4086,3964,3370,3684,4084,4089,3489,2567,1935,1215,679,341,169,58,17,1,0
1926,50670,8327,2868,1179,739,2517,4465,4257,3463,3789,3987,4007,3752,2626,1947,1385,732,413,154,53,10,0,0
1927,51498,6549,2916,1357,716,2748,4640,4784,4048,3732,4108,4048,3904,2775,2171,1449,808,503,162,63,13,3,0
1928,51895,8399,2983,1424,640,2510,4571,4595,3812,3642,3966,3847,3627,2773,2006,1560,811,483,183,46,16,1,0
1929,51989,7827,2673,1494,550,2542,4435,4742,4132,3659,4026,3943,3823,2953,2086,1516,839,487,184,66,12,1,0
1930,48615,5460,2333,1453,627,2130,4133,4520,4350,3757,3892,4068,3800,3052,2143,1487,634,567,131,63,14,2,0
1931,46522,4842,2019,1233,734,2073,3904,4359,4379,3745,3712,3805,3582,3161,2008,1494,651,590,143,68,18,2,0
1932,44391,5068,2002,1223,764,1603,3682,3940,4159,3761,3380,3489,3419,2964,2089,1375,655,588,146,64,17,2,0
1933,41999,4338,1812,1128,802,1319,3161,3621,4059,3527,3470,3538,3289,3021,2114,1380,638,566,138,60,16,2,0
1934,40795,3849,1797,1064,744,1053,3063,3454,4003,3863,3427,3422,3189,3005,2111,1303,644,595,133,58,16,2,0
1935,39209,3220,1420,982,647,997,2834,3305,4018,4011,3451,3492,3168,2794,2115,1304,640,592,137,62,17,2,0
1936,37616,2997,1380,880,611,1120,2437,3179,3800,4105,3434,3233,3037,2553,2162,1262,616,575,146,69,18,2,0
1937,37538,2958,1202,1057,670,1427,2164,3306,3947,4420,3363,3146,2866,2401,2125,1156,525,631,107,52,13,2,0
1938,37608,2704,1057,1009,604,1471,2093,3322,3864,4854,3654,3125,2760,2360,1996,1117,570,761,175,86,23,4,0
1939,33918,2561,891,792,421,1496,1670,2819,3418,4246,3624,2855,2571,2088,1767,1054,572,741,203,99,26,4,0
1940,41916,4725,1437,920,660,1657,1830,2730,3307,4220,4249,3501,3358,2886,2443,1828,905,879,237,110,30,4,0
1941,45589,3348,1419,997,686,1822,2503,2737,3790,4715,5089,4178,3886,3353,2719,2080,942,953,236,104,28,3,0
1942,44188,3929,1433,998,736,1882,2885,2440,3564,4025,4609,3774,3300,3139,2649,2303,1065,1058,257,111,28,4,0
1943,42047,4431,1417,946,709,1615,2873,2516,3302,3640,4134,3471,2923,2797,2514,2171,1098,1069,270,115,29,4,0
1944,37080,4040,1402,762,624,1341,2676,2034,2769,3136,3478,3073,2502,2609,2216,2023,1039,992,232,105,26,3,0
1945,38617,7796,1853,786,527,1259,2785,2089,2398,2811,3116,2915,2326,2166,1962,1724,907,859,213,98,24,3,0
1946,28558,4889,1356,628,388,916,1968,1722,1606,1965,2320,2348,1805,1757,1638,1367,838,757,182,86,21,2,0
1947,27224,5519,996,399,320,738,1558,1696,1303,1806,2073,2374,1912,1668,1587,1379,838,776,175,85,20,3,0
1948,25289,3995,926,281,204,529,1239,1552,1049,1735,2122,2541,2055,1820,1714,1492,891,845,182,90,22,3,0
1949,24276,4623,1121,282,211,426,955,1316,807,1498,1873,2237,2081,1667,1697,1402,870,874,203,102,27,4,0
1950,20211,2540,763,212,162,296,732,1141,800,1234,1744,2128,2088,1676,1507,1332,778,806,165,83,23,3,1
1951,20585,1998,863,191,114,273,690,1083,978,1227,1888,2312,2352,1827,1546,1282,772,876,185,99,27,3,1
1952,15449,1400,705,171,75,187,432,624,706,779,1284,1607,1830,1474,1271,1138,872,568,226,77,19,3,0
1953,13210,1100,467,131,55,118,255,443,544,512,1049,1455,1621,1362,1252,1077,886,573,223,69,15,2,3
1954,11856,891,423,116,51,82,195,366,554,392,897,1320,1533,1319,1108,927,829,535,226,75,11,3,2
1955,11816,839,377,85,30,68,145,336,524,447,837,1208,1517,1463,1191,982,829,569,270,79,18,3,0
1956,11004,734,346,88,32,51,111,300,462,499,668,1044,1430,1460,1078,983,804,561,279,67,9,1,0
1957,10734,653,334,92,43,57,123,275,403,488,555,1011,1387,1462,1150,939,833,563,268,79,16,2,1
1958,9415,508,265,68,28,44,90,198,379,482,432,893,1128,1312,1093,837,700,544,296,98,19,2,0
1959,9362,558,261,68,48,43,87,190,335,461,395,772,1111,1315,1087,924,764,537,288,101,15,1,0
1960,8759,395,179,49,23,27,56,117,294,408,384,682,1055,1217,1197,870,775,591,314,106,16,3,0
1961,8252,385,190,45,23,27,48,115,260,385,424,563,926,1146,1119,869,726,575,295,108,19,3,0
1962,7942,363,166,46,27,23,45,91,216,336,432,467,831,1139,1146,873,744,538,317,110,29,4,0
1963,7846,399,197,41,27,37,36,83,201,336,445,393,753,1063,1172,928,734,524,331,127,19,0,0
1964,6763,323,120,29,19,23,25,84,151,313,406,310,635,896,1036,814,663,524,257,110,23,2,1
1965,6512,251,95,29,14,29,31,55,131,247,346,329,520,821,978,899,636,567,338,156,31,7,2
1966,6152,291,106,31,15,28,35,56,76,216,330,355,452,725,861,912,691,487,300,145,36,4,0
1967,6062,251,94,20,14,20,28,40,80,187,302,373,402,732,902,903,660,530,342,132,42,7,0
1968,5273,255,72,19,13,18,30,37,80,130,237,345,307,583,725,799,646,464,334,135,37,7,0
1969,5066,280,81,20,21,30,36,42,61,157,188,304,257,499,650,778,646,486,332,146,47,6,0
1970,4297,230,87,13,18,21,27,30,57,136,164,280,236,374,569,636,558,404,258,140,51,8,1
1971,4291,265,86,22,13,17,33,49,44,90,177,255,230,314,525,584,581,461,295,174,59,16,1
1972,4274,295,71,23,12,14,32,38,47,98,158,234,293,307,462,597,611,488,303,137,42,11,0
1973,4345,297,72,16,13,23,39,28,59,87,156,236,278,255,468,613,624,486,345,176,62,8,2
1974,4235,290,87,22,19,14,40,40,46,77,152,222,262,209,447,572,607,515,355,175,69,13,1
1975,4200,260,53,17,10,32,32,44,38,64,121,191,280,276,426,573,621,529,357,204,60,11,2
1976,4182,222,53,16,11,18,27,25,46,52,127,185,261,272,407,535,617,617,378,222,73,19,2
1977,3964,182,54,16,12,25,27,39,41,59,121,188,251,268,302,514,593,582,394,206,81,11,1
1978,4016,189,42,15,9,25,27,37,47,45,107,147,233,278,252,560,620,618,412,255,84,12,1
1979,3671,113,55,18,10,23,35,32,38,48,73,133,199,270,202,463,553,614,439,235,97,21,0
1980,3738,108,59,12,18,16,21,29,53,41,84,130,203,262,225,414,539,640,525,242,98,18,1
1981,3742,91,43,15,15,20,29,23,44,62,80,137,190,243,255,334,535,666,562,271,98,25,4
1982,3482,77,31,24,9,19,15,32,42,49,61,107,161,238,277,275,508,591,543,295,101,24,3
1983,3744,55,31,15,9,19,29,35,38,63,60,127,168,254,298,262,517,682,624,340,87,27,4
1984,3652,64,35,19,14,22,43,54,62,67,57,104,171,214,295,216,451,639,580,389,133,22,1
1985,3897,68,25,12,14,23,40,43,85,103,81,104,140,227,294,286,458,650,628,426,151,35,4
1986,3953,60,21,15,15,25,50,105,137,130,163,111,167,201,280,270,435,574,618,394,153,24,5
1987,4145,59,34,14,17,20,56,137,182,217,173,151,173,226,264,325,332,573,594,413,158,23,4
1988,4412,79,21,15,8,19,53,202,241,235,230,180,168,231,271,324,332,560,615,454,136,36,2
1989,5005,52,26,11,5,21,57,287,384,356,326,219,217,239,288,376,298,558,564,511,166,39,5
1990,5769,51,29,6,9,12,56,357,535,460,470,298,245,257,324,372,369,543,664,461,207,40,4
1991,6427,51,36,14,13,27,78,477,755,597,563,378,247,293,305,394,365,482,628,471,211,40,2
1992,6847,69,41,9,17,20,48,488,913,711,561,399,304,279,336,382,403,455,628,484,245,51,4
1993,7199,56,33,12,14,21,51,393,1027,866,627,461,315,288,338,315,478,405,641,573,234,46,5
1994,7594,51,27,16,16,21,51,372,1033,947,686,550,347,281,325,385,560,374,663,569,253,63,4
1995,7617,37,26,16,8,15,52,298,1000,977,646,548,360,281,329,420,506,427,666,642,301,71,6
1996,6393,40,29,7,17,15,32,152,647,763,516,411,312,231,302,406,491,500,601,560,276,81,4
1997,4550,39,17,8,10,8,16,61,227,302,239,188,182,169,233,355,492,549,490,590,298,72,5
1998,4065,37,15,4,5,6,19,50,142,261,169,168,164,169,211,331,416,548,436,571,258,79,6
1999,3983,38,20,4,6,8,14,39,120,266,193,162,169,169,193,288,417,538,403,564,296,65,11
