"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1946,30920,6429,1286,173,95,131,180,148,187,337,476,794,858,1209,1700,2586,4427,3735,4040,1704,377,42,5
1947,29000,6151,905,88,76,112,136,125,129,252,441,723,834,1050,1489,2260,4306,3724,4021,1746,384,45,4
1948,25960,4605,763,75,41,75,119,119,100,229,432,755,879,1006,1478,2052,3958,3508,3720,1632,365,45,4
1949,35423,4778,914,85,70,109,102,140,99,233,450,786,1066,1289,1926,2926,5766,5512,5766,2665,654,84,5
1950,27479,4088,678,45,52,75,65,104,90,196,376,675,961,1024,1515,2341,4179,4061,4389,1978,510,62,14
1951,33673,3868,803,57,60,75,80,98,106,178,396,760,1110,1390,1875,3059,5216,5624,5475,2672,675,81,16
1952,24387,2841,679,44,38,56,55,72,88,113,309,552,938,1119,1431,2223,3134,4397,3612,2041,570,67,4
1953,33097,2570,614,60,31,57,69,89,123,138,379,691,1095,1498,1903,3024,4587,6529,5667,2989,878,99,7
1954,23392,2450,516,57,25,41,53,51,112,115,296,522,874,1134,1341,2057,3004,4162,3797,2100,593,90,4
1955,23550,2100,521,52,15,44,50,77,104,114,255,532,886,1203,1340,2097,3048,4089,4095,2166,677,82,3
1956,25447,2045,481,44,24,47,54,59,107,122,267,540,940,1329,1516,2181,3318,4442,4595,2481,742,106,7
1957,27765,1684,537,99,77,72,77,89,141,166,263,601,973,1548,1992,2800,3874,4657,4551,2630,820,105,6
1958,19709,1455,372,51,27,36,33,60,74,144,152,335,679,1100,1323,1675,2588,3334,3560,1987,625,98,1
1959,21213,1323,386,51,39,44,34,56,89,163,135,418,735,1193,1497,1882,2809,3488,3775,2239,733,117,7
1960,24515,1173,308,37,41,35,44,43,99,184,154,392,853,1288,1870,2127,3209,4230,4418,2888,974,142,6
1961,17157,904,232,46,27,29,35,49,71,126,141,286,523,901,1364,1456,2179,2890,3059,2085,649,101,4
1962,21776,936,244,54,34,43,46,46,81,144,234,266,660,1080,1647,2000,2680,3740,3995,2788,929,125,4
1963,23627,1033,266,51,37,63,44,49,77,147,232,263,724,1211,1827,2316,2955,4075,4155,2951,1000,143,6
1964,16920,709,166,33,23,40,24,39,61,107,216,198,492,826,1401,1776,2153,2756,2938,2071,761,121,8
1965,21187,649,179,42,46,42,29,37,68,130,215,247,529,1005,1626,2257,2702,3583,3846,2712,1061,171,10
1966,16706,607,147,41,26,47,23,31,46,110,201,208,408,792,1328,1910,2151,2772,2845,2028,846,133,7
1967,18028,479,161,29,27,52,24,30,39,80,187,271,340,863,1434,2121,2472,2919,3218,2138,968,176,2
1968,21337,464,153,28,45,56,46,46,69,130,246,419,430,1113,1843,2639,3029,3277,3605,2417,1089,177,16
1969,25924,397,175,62,58,72,67,53,107,223,386,676,562,1612,2552,3892,4507,3849,3309,2281,884,191,9
1970,19025,352,128,37,29,61,52,35,57,140,246,412,425,874,1601,2653,3115,2974,2901,1933,793,187,18
1971,18608,317,104,48,32,54,55,46,57,106,221,399,501,804,1413,2346,2913,3001,2945,2125,919,188,14
1972,19156,273,126,33,31,43,64,41,77,123,251,413,567,694,1519,2411,3288,3225,2929,2011,837,191,8
1973,21533,241,99,30,30,53,70,58,53,145,271,446,689,713,1554,2564,3640,3699,3374,2454,1062,265,22
1974,19579,213,121,23,29,47,49,54,57,107,239,427,684,584,1478,2333,3213,3535,2988,2160,1002,218,18
1975,19750,162,81,40,18,42,56,57,68,110,184,388,664,636,1260,2271,3350,3786,3023,2249,1048,238,18
1976,20087,140,71,25,26,53,53,65,71,98,199,390,648,770,1128,2187,3170,3816,3267,2471,1164,251,24
1977,18198,110,61,29,25,54,38,46,67,84,180,372,559,807,998,1937,2751,3607,3088,2090,1066,208,21
1978,20074,96,64,22,23,49,49,56,69,73,176,371,579,906,882,2018,3117,4069,3641,2414,1126,251,26
1979,17928,97,29,19,19,38,40,47,60,75,143,291,537,845,696,1767,2720,3785,3345,2140,960,248,29
1980,18901,108,44,18,15,32,51,49,75,63,159,294,518,783,814,1739,2854,3856,3795,2241,1065,296,33
1981,20403,95,55,16,20,22,53,51,69,68,119,282,552,868,1039,1571,2821,4051,4271,2752,1269,319,41
1982,18096,81,46,11,23,42,33,40,48,64,113,205,415,727,975,1286,2620,3533,3903,2523,1108,275,26
1983,20399,63,51,9,22,31,47,53,62,87,127,258,456,782,1209,1222,2708,4074,4380,3046,1342,327,44
1984,18077,61,27,17,13,25,50,39,72,93,118,210,371,723,1160,998,2414,3474,3919,2783,1157,307,47
1985,19749,67,36,9,25,28,39,55,59,116,124,188,401,775,1144,1148,2430,3762,4406,3166,1395,330,46
1986,20041,62,37,14,16,29,38,49,63,101,115,199,374,686,1215,1331,2186,3700,4431,3465,1499,392,39
1987,17925,68,27,11,15,34,42,55,71,105,125,182,333,634,1077,1324,1833,3323,3857,3089,1376,295,49
1988,18081,80,29,12,24,25,39,50,63,106,140,177,326,658,1030,1497,1537,3225,3939,3265,1469,351,39
1989,18706,62,31,14,18,25,34,48,59,97,155,162,320,592,1028,1633,1455,3283,4129,3520,1599,394,48
1990,19710,65,29,8,18,40,37,34,56,94,145,154,281,564,988,1629,1600,3232,4305,3939,1963,470,59
1991,19059,77,21,10,23,44,38,43,60,90,172,170,272,529,985,1573,1830,2831,4276,3606,1916,428,65
1992,19612,76,28,11,11,19,39,39,70,103,147,221,261,497,997,1635,2045,2592,4153,3942,2149,502,75
1993,20712,84,19,8,12,30,33,33,60,96,175,195,235,478,980,1631,2361,2438,4609,4195,2361,615,64
1994,19378,60,19,7,16,16,29,35,47,82,144,223,207,494,894,1516,2414,2061,4206,3989,2276,567,76
1995,20799,32,18,7,11,18,38,54,47,86,153,286,283,447,967,1697,2511,2448,4213,4350,2401,664,68
1996,21946,35,18,8,12,24,37,51,60,79,155,238,291,477,988,1702,2633,2978,4075,4528,2723,737,97
1997,21907,31,25,3,13,26,38,37,49,80,130,233,292,468,861,1639,2644,3357,3538,4599,2897,831,109
1998,21828,33,15,6,15,26,21,27,52,81,119,249,311,401,861,1581,2576,3533,3231,4860,2838,896,94
1999,22210,29,11,4,9,20,23,29,52,74,132,242,360,412,785,1582,2594,3921,2939,4952,2981,932,125
