"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1946,13229,47,52,31,32,55,78,86,111,181,231,359,441,599,1010,1652,2759,2486,1884,891,215,25,3
1947,14132,49,50,30,29,51,74,103,79,180,243,370,450,624,1062,1677,2964,2738,2072,1011,242,30,3
1948,13683,56,32,16,19,37,80,115,108,173,287,366,494,613,990,1599,2757,2609,2038,1011,248,32,3
1949,14530,36,30,20,20,41,75,95,69,186,258,381,479,608,1067,1666,2859,2869,2275,1150,302,40,3
1950,13610,34,38,27,33,41,65,105,84,149,249,304,504,573,929,1448,2565,2652,2283,1150,322,41,12
1951,14212,37,48,28,18,38,74,102,115,138,199,332,452,584,970,1475,2654,3010,2312,1238,335,42,11
1952,13644,41,48,22,12,40,75,105,110,146,231,323,510,631,844,1405,2176,2959,2438,1224,278,22,2
1953,13223,54,30,28,22,37,70,102,146,105,210,314,501,544,863,1347,2088,2882,2334,1244,267,32,2
1954,12296,45,37,23,28,31,72,96,142,83,203,287,501,577,748,1204,1864,2560,2335,1128,300,32,0
1955,12152,38,25,27,19,38,77,90,104,101,159,280,452,555,728,1121,1794,2584,2347,1231,342,39,1
1956,12371,32,25,13,19,31,53,88,119,108,171,248,436,578,652,1116,1763,2560,2598,1350,362,48,1
1957,11525,23,25,19,25,24,70,106,140,113,149,258,381,537,694,1038,1662,2277,2352,1260,331,39,1
1958,10441,23,13,19,19,31,48,76,98,123,113,223,307,493,603,869,1434,2047,2245,1259,361,35,1
1959,9980,29,18,16,22,28,55,75,107,146,103,223,309,475,593,833,1357,1875,2113,1214,335,49,4
1960,10072,15,22,19,24,22,57,84,117,125,107,204,322,487,680,788,1319,1890,2016,1386,333,51,3
1961,9667,24,21,20,24,29,56,79,97,133,122,180,307,425,614,800,1209,1848,1948,1332,339,56,3
1962,10146,16,20,12,12,32,40,65,103,132,146,174,277,427,744,876,1226,1927,2015,1447,396,56,2
1963,10246,19,25,16,13,33,46,78,110,125,160,157,308,466,715,892,1280,1880,2018,1399,435,71,1
1964,9357,25,15,10,20,31,37,63,79,131,147,120,284,421,620,883,1181,1727,1840,1243,416,60,3
1965,9003,12,16,8,22,41,52,70,102,118,153,151,249,377,605,892,1135,1678,1654,1210,395,60,4
1966,8493,13,14,15,13,35,41,64,87,107,179,153,194,352,563,873,1119,1462,1617,1090,444,54,3
1967,8520,12,10,9,5,27,48,42,63,108,131,158,164,331,532,911,1080,1465,1705,1185,465,69,1
1968,8008,3,11,7,14,34,39,34,47,94,117,163,112,306,445,841,1092,1295,1597,1186,499,65,6
1969,7899,25,13,7,17,17,28,40,45,77,111,161,138,283,481,757,1098,1298,1571,1142,498,85,6
1970,7147,18,9,8,9,18,33,27,33,59,70,108,105,237,454,748,994,1178,1403,1080,469,78,8
1971,6877,22,10,3,5,14,25,25,41,53,62,114,128,193,403,652,1052,1083,1365,1085,442,90,10
1972,6760,17,8,3,13,12,16,14,27,46,70,89,135,170,372,651,1036,1218,1307,1006,453,89,8
1973,6717,14,5,7,5,20,14,25,30,42,55,83,105,140,327,647,1023,1191,1289,1074,498,103,19
1974,6430,21,5,5,4,13,12,17,28,29,50,74,119,100,313,615,1031,1264,1223,965,438,96,8
1975,6275,19,5,4,4,8,11,25,24,35,44,65,104,108,255,568,1004,1270,1215,990,410,104,5
1976,6073,17,7,2,5,7,14,27,19,31,52,55,94,111,249,544,921,1211,1215,932,450,103,6
1977,5547,3,4,6,4,2,13,13,20,21,34,58,86,124,197,451,781,1208,1140,885,406,79,10
1978,5618,8,5,4,3,12,11,15,25,25,27,50,98,137,194,412,798,1208,1123,892,453,109,11
1979,5205,6,4,0,4,4,7,9,10,16,25,49,67,137,141,378,701,1126,1215,834,360,99,13
1980,5123,5,5,3,0,4,7,8,13,15,23,51,72,109,147,310,674,1013,1254,864,428,104,14
1981,4865,3,5,3,1,5,5,5,12,21,27,32,76,103,172,292,631,973,1175,823,401,87,13
1982,4645,12,4,2,0,7,5,10,12,15,21,27,82,110,164,234,587,911,1178,802,356,93,13
1983,4736,8,4,1,4,3,4,7,14,18,22,42,67,111,159,216,566,941,1178,866,408,88,9
1984,4324,9,1,1,2,2,5,6,13,19,27,39,58,102,195,162,439,864,1078,817,382,95,8
1985,4419,4,5,3,3,3,3,4,10,20,24,33,54,98,163,178,492,847,1087,877,391,103,17
1986,4218,6,2,1,1,1,5,9,9,16,25,22,48,107,180,221,395,799,1009,854,407,87,14
1987,3901,6,2,1,3,1,10,6,8,12,19,24,46,87,129,250,300,708,954,853,382,91,9
1988,3776,4,4,0,2,3,3,6,6,12,16,33,52,87,149,222,278,685,901,849,351,97,16
1989,3793,8,4,0,1,1,6,5,5,11,16,22,49,75,152,264,248,683,895,857,393,87,11
1990,3615,4,4,0,1,1,5,10,4,24,22,26,40,76,167,230,244,575,859,812,417,81,13
1991,3600,12,0,1,0,2,1,4,7,14,10,26,42,68,146,249,308,532,858,780,422,107,11
1992,3504,8,1,0,2,4,9,6,8,14,19,31,27,76,119,215,335,419,824,818,455,104,10
1993,3590,8,0,0,2,1,2,3,6,18,15,30,38,68,136,243,387,361,792,852,490,125,13
1994,3606,12,3,1,1,1,2,5,10,7,21,32,38,74,128,225,454,335,804,818,486,139,10
1995,3665,10,0,2,1,3,4,2,5,10,18,54,35,65,141,224,423,451,798,773,507,124,15
1996,3611,9,2,2,3,2,0,1,9,9,28,30,35,74,128,219,415,476,702,807,492,148,20
1997,3595,5,0,1,0,2,2,3,9,8,5,35,53,50,114,246,378,553,599,828,512,181,11
1998,3523,5,2,0,0,4,1,6,5,8,12,39,40,64,106,223,390,594,496,836,530,150,12
1999,3754,6,0,0,1,2,2,6,5,5,18,31,43,60,112,230,382,657,504,958,556,159,17
