"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,9152,31,53,34,41,56,111,119,170,246,340,485,666,809,1191,1388,1436,1113,600,217,43,3,0
1926,10040,33,41,45,29,45,128,141,171,256,365,462,668,871,1231,1589,1633,1314,688,265,54,8,1
1927,11261,37,68,61,33,68,136,152,207,274,363,476,751,941,1303,1732,1863,1574,862,310,47,3,0
1928,11621,42,56,75,28,58,135,157,196,256,302,481,805,992,1455,1739,1967,1646,852,310,63,6,0
1929,12624,35,50,83,31,54,124,158,219,273,378,477,797,1041,1512,1953,2191,1799,985,378,79,7,0
1930,13047,59,68,85,22,67,129,160,216,265,352,517,799,1063,1461,1939,2224,2031,987,477,109,14,1
1931,13119,56,67,82,36,62,133,171,241,254,364,515,740,1089,1456,1986,2200,2053,996,478,125,15,1
1932,12919,57,64,65,37,49,124,149,197,255,293,453,699,1130,1414,2000,2226,2017,1078,471,123,15,1
1933,12850,31,49,68,56,39,120,155,237,284,311,472,684,1059,1420,1941,2253,1987,1069,469,129,16,0
1934,12498,36,61,60,38,38,108,125,204,287,282,417,650,1052,1454,1836,2149,1967,1103,487,131,16,1
1935,12867,49,45,54,50,34,108,123,195,318,289,457,635,1042,1403,1876,2283,2099,1127,519,142,17,1
1936,13046,40,60,52,31,47,95,132,213,286,316,405,670,929,1406,1867,2371,2213,1191,563,144,17,1
1937,12719,57,40,23,23,34,68,97,217,298,328,417,662,901,1234,1802,2256,2252,1230,603,157,20,1
1938,12802,78,44,35,17,51,50,109,236,308,352,423,680,953,1193,1768,2174,2221,1290,638,159,22,1
1939,11510,42,46,38,24,59,52,89,200,285,303,397,568,879,1057,1571,1990,2023,1157,564,145,19,1
1940,17867,68,62,61,44,61,66,100,200,303,390,507,721,1103,1713,2456,3340,3237,2124,994,275,38,2
1941,18985,47,65,54,38,77,92,125,174,303,401,525,708,1076,1662,2785,3462,3556,2429,1083,289,33,2
1942,19733,59,65,79,42,77,94,84,182,253,362,466,708,1028,1642,2822,3821,3826,2645,1145,297,36,2
1943,15942,56,69,60,53,63,119,83,159,227,305,391,562,809,1339,2119,3108,3018,2194,936,241,28,3
1944,15267,58,56,67,43,70,92,62,153,224,272,359,470,759,1257,2090,3065,2920,2053,931,236,29,3
1945,14200,60,49,47,43,61,102,69,123,200,267,442,469,721,1210,1882,2806,2652,1878,876,215,26,3
