"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1951,1418,1202,104,20,12,13,13,7,2,5,4,4,6,4,4,7,3,4,2,1,0,0,0
1952,1426,1226,90,16,11,16,12,6,3,3,2,10,9,6,4,8,1,2,2,0,0,0,0
1953,1602,1358,104,23,11,20,10,12,5,1,5,12,10,6,6,10,5,4,0,1,0,0,0
1954,1569,1306,103,23,17,14,14,8,8,10,6,8,18,5,7,8,3,8,2,1,0,0,0
1955,1649,1375,132,21,12,19,14,10,11,8,7,5,5,6,4,3,4,4,4,4,0,0,0
1956,1757,1463,127,35,16,19,18,5,9,10,8,12,11,5,6,4,3,3,3,2,0,0,0
1957,1762,1416,148,39,30,21,23,14,9,7,5,7,8,17,6,4,4,3,1,0,0,0,0
1958,1810,1415,166,40,21,18,31,14,13,13,10,12,12,20,8,7,3,5,3,2,0,0,0
1959,1891,1474,156,55,30,25,29,14,8,24,6,15,10,14,5,14,6,5,3,1,0,0,0
1960,1922,1483,186,29,46,29,21,15,14,19,16,14,18,7,9,4,6,5,1,1,0,0,0
1961,1919,1452,176,45,35,45,19,14,20,20,10,10,18,15,9,10,9,5,5,0,0,0,0
1962,2073,1601,167,53,36,30,28,17,19,17,19,16,22,20,14,9,2,3,2,0,0,0,0
1963,2037,1564,212,42,29,32,19,12,16,20,11,11,16,16,14,8,8,2,3,2,0,0,0
1964,2072,1628,178,42,28,30,17,16,14,16,8,12,23,16,20,15,1,5,1,2,0,0,0
1965,1937,1442,172,49,36,48,24,19,23,10,18,13,20,18,16,12,6,3,3,3,0,0,3
1966,1994,1540,162,51,31,30,28,17,6,16,20,16,16,17,21,11,3,6,2,1,0,0,0
1967,1906,1442,166,35,30,38,22,17,16,24,13,17,16,21,23,7,4,6,2,5,2,0,0
1968,1780,1310,128,38,33,33,30,14,17,15,27,26,17,23,19,16,12,9,9,3,1,0,0
1969,1712,1266,134,43,37,32,20,13,16,13,29,26,13,16,11,9,8,10,8,5,2,2,0
1970,1694,1261,143,37,34,36,19,12,16,11,11,15,18,16,18,15,12,8,5,5,1,0,4
1971,1725,1282,134,56,33,28,15,20,16,10,17,18,9,16,26,16,11,9,4,5,2,0,0
1972,1589,1177,119,44,25,19,31,22,17,14,20,16,19,12,16,15,14,3,6,0,1,0,0
1973,1640,1169,149,55,39,30,21,14,11,17,19,10,20,12,16,17,12,15,10,3,1,1,0
1974,1573,1078,157,65,33,32,29,27,17,13,13,19,22,10,9,15,13,9,7,2,0,0,3
1975,1396,941,155,56,26,37,20,15,10,13,15,23,18,11,13,13,14,7,8,1,0,0,2
1976,1443,950,145,44,30,31,24,30,8,23,24,20,23,20,19,13,17,12,4,4,3,0,1
1977,1440,975,148,41,36,24,24,23,22,11,13,9,22,23,10,20,16,12,1,7,1,1,1
1978,1278,881,131,39,28,34,25,14,14,12,13,15,9,15,8,9,13,7,8,2,1,0,2
1979,1223,788,114,42,28,35,19,23,19,10,13,18,19,17,18,15,16,16,8,4,2,0,0
1980,1300,877,111,48,33,20,22,28,16,13,18,15,20,19,7,12,14,9,8,7,1,0,2
1981,1342,930,112,40,22,24,24,12,22,14,12,18,17,18,13,16,20,15,6,2,2,0,3
1982,1220,827,99,25,27,24,20,24,22,21,10,11,17,18,15,14,18,14,10,0,2,0,2
1983,1207,784,114,25,33,29,27,17,26,20,12,17,19,16,12,8,12,13,5,3,6,0,9
1984,1114,716,106,20,30,32,17,16,18,10,10,17,21,23,22,9,18,12,7,4,3,0,3
1985,1157,722,111,32,23,29,20,20,22,16,14,18,16,19,19,17,17,12,12,8,3,0,7
1986,973,642,85,22,22,19,19,18,17,8,10,14,12,10,16,11,11,7,11,9,8,0,2
1987,985,635,77,27,19,21,19,21,19,10,18,11,17,14,21,15,9,16,6,4,5,0,1
1988,980,581,106,27,15,28,15,18,18,17,17,13,12,21,18,23,10,16,15,7,3,0,0
1989,922,593,74,19,13,18,15,18,19,18,16,12,13,15,13,17,12,11,12,9,5,0,0
1990,917,582,76,18,17,21,22,20,16,16,17,18,13,12,19,14,9,11,9,3,3,1,0
1991,872,537,68,22,19,18,25,17,16,12,21,14,14,20,19,8,15,5,13,3,5,1,0
1992,766,499,58,14,11,22,25,13,5,11,20,14,10,16,12,8,10,7,8,2,1,0,0
1993,839,520,64,15,15,17,16,13,21,21,15,16,16,18,13,18,14,7,11,5,2,1,1
1994,789,456,68,15,15,17,19,17,11,14,13,22,20,14,21,23,13,10,11,4,5,0,1
1995,719,407,41,21,15,19,21,19,15,17,21,20,12,19,19,19,9,8,7,4,5,1,0
1996,780,439,41,10,19,20,25,22,20,25,20,14,24,18,18,18,16,6,7,12,6,0,0
1997,738,402,45,15,15,19,23,18,19,17,18,19,22,21,14,22,20,6,8,10,5,0,0
1998,692,363,34,14,13,15,15,29,15,17,21,20,24,13,15,17,22,28,3,8,5,1,0
1999,738,384,33,14,9,26,17,18,15,23,17,22,27,24,22,18,14,24,6,14,9,2,0
