"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,1063,4,2,2,2,5,8,33,47,59,90,78,94,94,106,102,105,128,64,30,8,1,0
1926,1123,5,2,2,2,5,9,38,52,58,92,80,106,95,111,110,111,137,67,31,9,1,0
1927,1142,4,2,3,2,8,13,34,53,55,88,75,103,97,114,111,112,149,71,37,9,1,0
1928,1175,6,2,1,1,4,9,39,55,60,95,79,115,107,120,109,108,151,69,36,9,1,0
1929,1193,4,2,0,0,2,6,40,62,67,97,83,111,105,112,104,114,159,75,39,10,1,0
1930,1246,4,3,1,0,1,3,41,65,72,113,93,132,131,126,109,131,116,68,31,7,1,0
1931,1116,4,2,2,2,4,9,31,57,47,74,71,106,103,111,102,145,129,75,34,9,1,0
1932,1127,11,2,3,2,4,10,35,60,69,74,93,87,98,97,105,140,122,76,31,8,1,0
1933,1084,8,2,3,3,4,11,29,57,69,67,84,86,101,88,102,137,117,75,31,9,1,0
1934,1202,8,3,2,2,3,11,38,82,94,93,101,109,108,94,99,132,119,67,28,8,1,0
1935,1367,5,4,2,2,4,11,43,96,130,115,134,120,113,112,98,141,127,71,31,8,1,0
1936,1291,6,5,2,1,4,12,41,99,128,117,104,98,89,109,101,140,127,70,31,8,1,0
1937,1462,1,6,1,0,7,13,66,116,153,130,127,123,116,80,146,128,147,64,29,8,1,0
1938,1617,2,5,1,0,12,12,118,112,148,183,125,133,117,81,171,143,151,65,30,7,1,0
1939,1497,1,2,1,0,18,15,98,76,132,205,105,126,105,79,166,136,129,65,30,8,1,0
1940,1648,12,3,3,2,8,14,36,55,120,158,137,143,159,152,180,176,154,86,37,10,1,0
1941,1769,11,3,3,2,7,13,43,71,139,176,170,191,177,174,174,153,144,77,31,8,1,0
1942,1224,11,2,1,1,6,6,18,39,61,95,78,115,116,139,134,148,139,77,30,8,1,0
1943,1076,3,2,1,3,7,20,15,33,70,93,76,79,84,112,123,131,123,66,25,7,1,0
1944,1153,3,3,2,2,9,24,17,52,72,104,102,107,89,97,121,128,117,69,28,7,1,0
1945,1143,2,3,7,4,9,22,24,37,75,112,129,89,88,110,108,119,108,63,27,7,1,0
1946,844,2,1,2,8,11,17,13,22,42,67,75,64,69,73,104,104,89,54,23,5,1,0
1947,1091,3,1,3,5,10,20,26,29,68,81,130,93,90,89,112,121,107,66,29,7,1,0
1948,1462,6,2,4,2,6,19,46,44,106,155,198,161,115,119,127,134,122,62,27,7,1,0
1949,1627,8,6,2,6,9,14,37,37,101,169,209,185,138,133,149,154,150,75,34,9,1,0
1950,1952,13,7,3,5,5,15,37,37,110,231,269,267,177,160,169,164,164,75,34,10,1,0
1951,2198,13,8,3,2,6,15,49,47,106,235,302,311,228,184,199,171,188,81,39,10,1,0
1952,2343,15,8,3,4,5,16,34,72,96,240,297,338,249,195,230,205,192,90,45,10,0,0
1953,3075,21,13,2,5,7,20,51,102,127,298,431,451,373,257,276,243,241,109,38,10,0,0
1954,3178,12,11,3,2,5,11,40,113,103,315,451,457,394,292,311,277,204,115,51,9,2,0
1955,3580,17,12,3,4,2,14,48,123,133,295,478,557,485,360,326,290,237,136,48,11,1,0
1956,4642,13,11,3,2,4,7,49,140,206,342,623,741,635,462,421,402,311,200,53,16,2,0
1957,4567,13,11,4,2,4,19,54,124,185,245,552,667,667,502,432,449,316,219,90,12,2,0
1958,3460,15,9,4,2,3,7,46,80,136,148,341,417,500,382,361,376,310,219,86,18,1,0
1959,3819,15,11,6,3,9,11,43,90,175,127,369,511,564,472,392,388,343,189,82,17,1,1
1960,4071,10,9,5,7,3,9,36,95,194,174,329,534,595,564,417,397,349,210,111,20,3,0
1961,4047,17,9,6,4,3,9,42,106,167,196,288,487,549,558,456,413,368,245,105,18,3,0
1962,4415,17,9,5,4,8,12,33,105,198,241,265,516,575,654,536,443,392,262,103,33,4,0
1963,4639,15,11,9,3,7,11,47,113,210,281,244,498,626,680,537,465,409,278,149,41,3,0
1964,4152,17,3,6,8,11,10,22,96,176,237,190,414,583,596,529,442,385,265,127,33,2,0
1965,4696,18,7,4,2,5,8,42,100,203,270,255,441,619,715,643,466,436,287,133,38,3,0
1966,4658,11,10,2,7,14,10,35,62,169,265,267,362,574,689,734,487,445,323,152,42,1,0
1967,4692,11,9,6,3,7,14,28,75,178,263,288,321,576,678,728,545,416,351,146,45,4,0
1968,4278,1,3,3,4,8,14,16,71,177,251,301,274,516,620,699,492,360,282,145,39,3,0
1969,4600,0,0,1,2,2,24,25,74,176,305,372,261,536,662,715,547,393,304,143,47,11,0
1970,3997,1,1,3,2,7,10,18,80,170,247,339,249,375,555,583,512,344,301,141,51,7,0
1971,4268,0,1,2,0,5,5,25,71,179,297,350,333,414,569,613,540,376,273,160,50,5,0
1972,4376,0,1,1,1,6,15,20,59,151,327,373,411,356,594,612,606,385,252,146,49,9,0
1973,4047,0,1,1,0,4,13,23,42,111,278,377,364,284,506,623,521,402,278,154,53,11,0
1974,3816,0,1,2,1,3,16,26,42,129,237,335,419,251,487,537,488,370,255,145,59,11,1
1975,4270,0,1,2,3,2,15,36,49,143,288,431,436,299,485,596,578,426,271,163,37,9,0
1976,4002,0,2,0,4,5,17,38,66,122,250,382,433,362,403,503,485,417,278,167,55,11,1
1977,3905,0,1,0,4,4,28,23,50,108,251,377,423,373,336,440,515,443,294,159,66,9,0
1978,3738,0,0,1,1,6,13,44,64,76,205,317,410,396,266,424,500,480,301,155,70,8,1
