"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1979,3851,0,1,3,3,6,20,33,87,89,210,301,392,446,208,455,451,491,356,199,76,21,3
1980,4148,0,0,0,0,7,15,32,80,93,179,332,416,386,303,389,530,592,449,234,99,12,0
1981,4660,0,0,0,2,6,10,31,83,102,183,351,405,438,350,380,580,662,610,334,119,14,0
1982,4816,0,0,3,2,12,19,33,79,127,197,301,466,438,384,307,557,691,654,387,131,25,3
1983,5359,0,0,1,1,5,21,39,72,145,164,316,463,506,421,345,607,810,802,436,178,25,2
1984,5392,0,0,0,3,9,44,60,87,146,164,272,386,526,479,247,607,743,853,553,179,30,4
1985,5256,0,0,1,2,7,45,50,93,181,158,253,395,441,433,334,505,768,822,539,183,43,3
1986,5507,0,0,1,0,7,40,57,98,176,173,199,412,481,454,334,438,794,917,627,262,35,2
1987,5077,0,0,0,0,7,33,52,76,151,184,230,346,422,363,335,324,723,910,607,260,51,3
1988,5375,0,0,0,0,5,41,65,111,175,211,207,351,408,428,405,302,686,917,743,263,52,5
1989,5463,0,0,0,0,4,65,93,119,182,241,219,324,430,411,394,284,639,931,763,302,60,2
1990,5485,0,1,0,0,9,69,124,107,192,241,203,278,407,427,387,309,572,920,826,341,70,2
1991,5402,0,0,0,0,7,61,108,154,172,275,244,250,364,414,330,282,560,880,865,373,60,3
1992,5204,0,1,0,2,11,85,151,158,198,294,244,237,318,346,342,320,435,818,800,365,72,7
1993,5361,0,0,0,0,10,72,152,151,233,272,303,250,302,373,331,340,367,841,875,396,82,11
1994,5507,0,0,0,2,8,83,139,169,206,259,339,288,287,370,319,357,322,873,958,438,86,4
1995,5408,0,0,0,0,7,67,149,160,207,265,309,238,280,310,332,404,366,790,915,488,117,4
1996,5363,0,1,0,2,17,67,127,143,168,277,312,267,256,295,362,371,442,695,953,489,112,7
1997,5342,0,0,2,0,5,38,67,102,164,229,328,290,251,296,325,366,504,675,969,593,128,10
1998,5814,0,0,0,0,4,16,49,102,149,232,325,352,300,303,310,439,653,649,1157,612,146,16
1999,6240,0,0,0,0,5,19,69,95,174,290,391,414,274,293,376,427,715,612,1169,709,202,6
