"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1942,17472,246,515,432,460,982,969,655,1023,1241,1390,1380,1174,1263,1369,1348,1045,1069,589,250,64,8,0
1943,21902,289,635,620,621,1216,1519,910,1485,1651,1905,1679,1502,1503,1509,1562,1182,1139,637,264,66,7,1
1944,82763,591,1435,1677,2188,7103,12406,5861,7702,7372,7422,6279,4807,4403,3756,3594,2425,2301,920,406,100,12,1
1945,25283,346,757,694,888,1560,2607,1744,1864,1935,1946,1679,1390,1386,1425,1570,1297,1214,629,279,66,7,1
1946,18174,272,586,410,384,853,1309,1150,1122,1434,1465,1368,1092,1089,1287,1263,1165,1036,569,253,58,6,1
1947,19415,283,562,359,356,1036,1376,1219,1051,1471,1591,1734,1408,1219,1284,1246,1180,1081,602,283,66,8,1
1948,19750,245,590,333,315,815,1227,1179,922,1508,1809,1839,1551,1295,1426,1390,1224,1152,577,278,66,8,1
1949,19299,207,583,297,254,787,1193,1173,764,1397,1649,1828,1627,1319,1467,1343,1206,1203,613,301,77,10,1
1950,20334,222,627,250,251,751,1224,1305,940,1359,1706,2039,1936,1415,1373,1402,1173,1206,701,345,95,12,3
1951,20677,238,573,260,238,732,1124,1290,986,1155,1693,2011,2068,1506,1463,1485,1235,1394,728,381,101,12,3
1952,21421,288,587,265,239,744,1312,1299,1202,1091,1720,2107,2214,1697,1449,1438,1304,1213,735,391,113,12,1
1953,22818,256,575,272,251,760,1420,1433,1383,981,1766,2205,2347,1965,1583,1520,1383,1307,858,435,104,13,2
1954,22902,264,539,272,218,737,1358,1485,1513,986,1789,2171,2417,2019,1549,1536,1352,1244,872,424,132,21,3
1955,23727,294,509,311,288,835,1491,1608,1474,1133,1655,2175,2437,2184,1551,1465,1442,1285,931,511,134,15,2
1956,24581,295,500,318,252,759,1273,1542,1570,1287,1570,2169,2556,2422,1812,1568,1459,1422,1089,550,148,17,4
1957,25247,306,528,321,301,879,1393,1891,1660,1477,1387,2145,2414,2505,1813,1511,1482,1350,1160,536,166,22,2
1958,23649,289,495,289,328,829,1311,1779,1584,1534,1142,1922,2281,2311,1727,1368,1387,1210,1084,575,176,27,1
1959,24206,316,503,325,358,881,1237,1661,1602,1659,1070,1930,2278,2346,2036,1370,1422,1239,1148,609,190,24,4
1960,23257,227,506,309,352,776,1133,1490,1556,1545,1143,1702,2185,2320,1987,1366,1373,1274,1090,689,202,30,2
1961,25047,298,475,351,371,1059,1262,1682,1716,1699,1468,1637,2222,2372,2181,1441,1416,1267,1116,721,250,40,2
1962,25809,280,500,370,381,1050,1231,1573,1742,1745,1626,1553,2379,2457,2261,1595,1363,1419,1199,769,276,38,2
1963,26180,327,482,341,378,1155,1425,1549,1655,1735,1709,1350,2220,2486,2430,1731,1440,1388,1234,825,269,45,4
1964,26495,322,513,367,439,1319,1596,1623,1625,1794,1871,1240,2199,2407,2359,1734,1375,1372,1218,774,296,48,5
1965,27415,368,514,382,409,1414,1651,1500,1622,1864,1940,1446,2096,2593,2427,1933,1469,1403,1198,840,295,45,6
1966,27961,377,480,375,379,1515,1864,1535,1741,1842,1939,1611,1849,2451,2376,2140,1503,1482,1298,801,356,40,6
1967,28685,355,518,400,432,1591,2143,1545,1675,1746,1969,1891,1693,2418,2471,2212,1582,1442,1320,852,353,69,6
1968,29843,440,563,438,486,1689,2255,1522,1568,1870,2105,2161,1535,2380,2524,2280,1796,1498,1365,929,369,65,5
1969,30708,418,535,423,512,1721,2543,1612,1662,1954,2058,2334,1357,2331,2536,2356,1964,1535,1449,929,401,71,7
1970,29728,435,560,475,466,1804,2621,1611,1571,1821,2031,2114,1548,2168,2399,2181,1907,1384,1267,908,349,100,8
1971,30844,498,533,433,511,2010,2936,1800,1542,1869,2096,2183,1778,1919,2372,2199,1991,1423,1298,936,429,80,8
1972,31675,491,568,459,493,2060,3174,2027,1639,1838,2187,2251,1981,1657,2205,2204,2045,1631,1302,931,428,95,9
1973,31213,522,571,444,467,2049,3078,2064,1555,1744,2039,2108,2057,1388,2229,2164,2104,1684,1318,1028,482,103,15
1974,30035,536,568,390,472,1976,2807,2065,1430,1723,1973,2044,2127,1284,2018,1972,2049,1748,1273,980,476,115,9
1975,29634,457,501,380,441,1912,2737,2011,1348,1542,1864,2069,2093,1386,1764,2024,2219,1906,1330,1027,495,117,11
1976,30302,453,418,365,392,1999,3033,2172,1518,1479,1797,2061,2025,1608,1660,2039,2130,2053,1450,1035,474,130,11
1977,29935,490,423,345,426,1962,2877,2129,1650,1417,1756,1981,2077,1772,1342,1921,2135,2026,1523,1047,501,111,25
1978,29209,407,425,347,389,1871,2739,1966,1609,1367,1635,1903,1928,1809,1233,1933,2046,2201,1708,1061,495,117,22
1979,30448,407,376,335,416,1938,2895,2204,1860,1489,1638,1941,2039,2019,1139,1940,2161,2217,1710,1015,553,136,20
1980,30439,450,392,326,381,1992,3008,2220,1926,1432,1642,1902,1983,1959,1281,1686,2145,2157,1812,1068,531,136,11
1981,30309,421,362,329,378,1744,2869,2143,1968,1599,1550,1831,2078,1987,1452,1537,2069,2285,1932,1090,545,126,15
1982,30641,346,339,281,351,1727,2907,2222,2020,1793,1595,1875,2045,1970,1627,1348,2050,2255,1981,1220,529,143,15
1983,30660,263,376,289,351,1556,2888,2235,2121,1963,1500,1766,2029,1981,1758,1156,2142,2186,2139,1257,543,140,21
1984,30128,220,328,239,329,1446,2856,2218,2032,1963,1585,1806,1968,1930,1830,1091,1952,2223,2117,1297,531,150,17
1985,29628,199,286,225,349,1370,2540,2182,2030,2039,1484,1713,1846,1916,1747,1224,1819,2156,2251,1471,614,148,19
1986,29702,201,303,225,292,1358,2576,2068,2004,2024,1694,1595,1874,1886,1754,1440,1691,2315,2053,1536,622,171,20
1987,27988,172,281,228,266,1204,2368,2032,1891,2000,1740,1483,1696,1740,1734,1449,1362,2070,1977,1526,602,148,19
1988,28366,169,295,201,250,1299,2427,2015,2022,1966,1872,1448,1612,1673,1679,1617,1199,2079,2143,1547,689,153,11
1989,29049,163,280,214,241,1318,2498,2116,1986,1950,1985,1478,1671,1701,1674,1846,1101,2136,2085,1670,750,170,16
1990,29039,189,279,163,209,1272,2443,2096,1991,1975,2018,1558,1602,1627,1730,1787,1251,1844,2192,1768,857,160,28
1991,28393,170,248,191,227,1156,2381,2054,1977,1965,2099,1560,1460,1625,1674,1756,1349,1694,2164,1638,811,173,21
1992,28260,147,211,154,205,1093,2233,2014,1889,1967,2125,1740,1441,1515,1648,1760,1589,1514,2196,1721,890,189,19
1993,28282,105,219,159,200,1007,2325,2009,1884,1977,2105,1861,1415,1532,1576,1674,1740,1346,2166,1797,930,230,25
1994,27497,107,182,153,215,932,2108,1913,1836,1906,2044,1961,1451,1426,1518,1649,1917,1119,2090,1842,890,222,16
1995,27137,81,203,142,213,920,1932,1926,1787,1780,2011,1969,1301,1376,1480,1592,1911,1352,2111,1772,1004,248,26
1996,26309,87,189,132,185,932,1719,1743,1677,1784,1927,1902,1469,1262,1402,1557,1874,1601,1757,1812,1013,262,23
1997,26345,79,188,130,177,930,1682,1739,1685,1717,1818,2010,1587,1276,1351,1522,1832,1813,1571,1909,1063,247,19
1998,26388,88,171,103,148,887,1618,1708,1598,1760,1904,1922,1621,1143,1319,1479,1791,2113,1496,2053,1129,301,36
1999,25919,82,163,104,152,938,1545,1606,1543,1610,1772,1834,1681,1268,1297,1521,1774,2185,1291,1977,1206,332,38
