"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,458,78,24,5,6,8,6,6,13,14,19,18,28,32,38,53,41,50,13,4,1,0,0
1926,497,85,28,6,6,8,7,7,14,14,20,19,31,32,41,57,44,57,14,5,1,0,0
1927,610,85,34,8,8,11,8,6,12,10,15,14,44,48,61,93,78,56,14,5,1,0,0
1928,636,109,45,7,6,9,6,8,15,13,18,17,49,55,68,94,73,32,8,3,1,0,0
1929,667,121,46,6,3,6,5,8,20,16,22,20,45,50,61,86,67,62,15,6,1,0,0
1930,582,121,46,9,6,7,7,7,14,13,15,17,45,49,57,62,40,54,9,5,1,0,0
1931,604,140,31,9,8,8,7,6,19,13,21,19,42,55,56,51,41,54,13,7,2,0,0
1932,637,92,30,16,12,9,14,11,19,17,19,23,36,55,45,72,63,72,20,9,2,0,0
1933,624,66,42,12,13,10,11,8,17,17,19,21,40,53,52,86,60,67,18,8,2,0,0
1934,574,58,33,17,12,9,11,8,16,15,16,18,45,49,53,72,49,66,17,8,2,0,0
1935,558,28,38,16,13,10,11,8,19,18,18,17,33,52,58,64,52,73,19,9,2,0,0
1936,580,47,27,14,14,10,8,10,21,23,19,16,34,48,57,67,48,82,22,11,3,0,0
1937,717,70,31,11,24,3,8,21,31,26,19,20,29,40,70,77,92,72,44,22,6,1,0
1938,754,55,23,15,27,4,12,41,24,34,25,17,38,43,62,77,106,61,55,28,7,1,0
1939,612,36,27,11,18,8,10,31,17,24,27,15,31,41,59,69,64,40,52,26,7,1,0
1940,592,20,19,19,16,17,9,5,19,20,22,20,47,56,56,93,59,63,20,10,3,0,0
1941,841,32,38,18,12,18,14,8,31,35,41,39,74,83,78,154,75,63,17,8,2,0,0
1942,1019,67,26,19,13,15,17,12,39,41,60,51,95,100,103,176,108,55,13,6,1,0,0
1943,579,41,21,20,15,15,10,8,14,19,19,36,38,55,56,78,56,56,14,6,2,0,0
1944,599,43,33,23,11,14,15,4,21,20,29,24,49,56,64,69,51,51,13,6,2,0,0
1945,620,64,34,22,23,22,17,7,17,17,34,30,34,62,55,55,50,49,16,8,2,0,0
1946,569,70,47,14,13,17,14,10,16,11,27,28,28,40,45,70,50,47,13,7,2,0,0
1947,518,46,35,17,12,12,12,9,12,20,21,35,34,37,44,52,50,48,13,7,2,0,0
1948,504,65,23,12,9,8,11,15,8,14,21,31,32,39,45,53,47,47,14,7,2,0,0
1949,532,64,44,11,14,10,13,10,9,11,17,29,34,36,48,60,49,52,13,7,2,0,0
1950,509,41,41,6,14,7,8,10,7,13,14,26,34,40,43,51,55,59,24,13,3,0,0
1951,519,48,53,10,11,6,10,6,9,6,14,25,35,35,34,55,60,71,18,10,3,0,0
1952,510,44,40,7,7,7,14,9,10,10,20,19,31,36,50,48,63,46,36,13,1,0,0
1953,438,30,49,7,7,5,6,6,6,3,15,24,26,34,41,41,59,48,18,10,2,1,0
1954,442,46,35,10,5,9,3,7,5,6,12,14,25,28,44,45,49,54,34,8,2,0,0
1955,457,43,49,10,5,6,5,4,9,5,10,19,26,33,35,40,63,49,32,12,3,0,0
1956,399,48,30,10,3,7,5,2,6,6,9,16,23,29,21,37,58,46,30,11,3,0,0
1957,377,37,39,8,2,5,4,2,7,5,5,13,18,35,38,35,43,44,23,12,2,0,0
1958,374,29,32,5,2,5,7,6,4,1,4,15,17,20,27,36,49,63,36,12,3,0,0
1959,399,32,30,6,5,3,5,2,3,8,6,8,15,23,42,38,63,60,29,15,4,2,0
1960,352,20,15,6,6,4,7,4,1,4,6,12,16,29,26,39,42,54,36,20,5,1,0
1961,366,18,21,4,3,3,2,3,3,7,9,12,20,34,28,33,44,56,37,23,5,1,0
1962,364,21,20,8,5,6,4,4,5,6,9,11,12,25,22,31,41,58,40,31,5,1,0
1963,411,20,30,7,2,7,6,1,4,5,8,5,16,25,41,45,52,56,50,27,5,0,0
1964,392,19,30,10,1,7,2,1,6,5,6,7,16,24,32,44,44,49,53,27,7,1,0
1965,383,14,25,4,5,6,5,0,6,3,4,10,16,23,32,41,41,60,50,34,4,1,0
1966,391,12,19,3,1,2,8,0,5,9,14,10,7,24,30,50,46,66,49,27,8,1,0
1967,411,11,21,3,3,6,5,3,4,6,10,11,13,20,42,48,52,64,48,27,13,1,0
