"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1968,463,34,14,0,1,8,1,5,0,8,8,9,12,15,40,64,65,67,70,27,11,3,0
1969,550,48,26,4,4,12,6,2,6,7,11,16,10,28,44,67,73,70,65,37,12,1,0
1970,547,32,28,9,5,7,8,2,4,5,12,17,15,23,42,43,76,80,78,45,12,3,0
1971,562,39,34,8,6,3,7,6,3,5,14,17,13,19,38,60,92,83,53,49,13,1,0
1972,610,38,27,8,4,6,4,5,2,4,11,19,15,25,48,66,86,84,76,60,21,3,0
1973,667,37,28,5,7,10,9,3,4,4,13,22,33,17,27,84,99,84,100,52,27,2,0
1974,744,39,28,4,6,9,7,2,5,4,12,18,25,22,43,74,132,116,88,70,36,4,0
1975,785,50,30,13,10,9,12,9,5,9,7,20,27,28,42,91,113,120,91,71,22,5,1
1976,757,45,25,6,4,8,7,6,4,5,11,17,28,28,38,75,108,135,114,68,18,6,0
1977,853,32,39,6,11,5,2,3,4,8,10,22,21,43,44,80,117,163,130,77,29,8,0
1978,865,46,35,9,11,17,9,5,2,9,6,20,17,35,32,87,131,144,139,74,30,6,0
1979,898,17,29,10,4,7,10,7,8,6,12,20,32,43,35,87,129,145,158,86,43,6,1
1980,952,20,23,14,6,6,14,3,5,9,9,20,22,42,39,78,140,191,162,98,43,7,1
1981,924,23,19,6,5,10,9,8,6,9,15,19,21,39,40,89,137,165,168,90,35,10,1
1982,925,23,18,7,6,5,4,7,6,9,6,18,27,39,56,62,123,168,170,114,44,13,0
1983,1016,15,17,9,8,3,8,6,6,7,4,16,28,45,69,52,130,189,202,135,58,8,1
1984,983,12,20,3,7,4,9,7,6,6,8,15,22,33,56,55,136,181,207,138,44,14,0
1985,1050,12,16,7,15,15,8,13,5,9,5,10,21,43,74,54,107,181,221,162,57,14,1
1986,1030,10,23,13,10,7,5,5,7,7,7,15,27,27,70,77,112,165,221,161,46,14,1
1987,1027,12,17,9,7,9,4,7,7,9,10,11,20,43,71,78,94,181,180,166,74,17,1
1988,1007,13,11,4,6,12,5,3,7,6,4,11,23,30,58,78,100,178,194,179,71,13,1
1989,1000,10,17,7,7,5,5,6,3,8,9,7,24,46,60,103,65,154,212,162,76,12,2
1990,1032,11,8,5,3,7,4,5,7,12,8,13,20,40,57,73,96,167,221,177,76,21,1
1991,972,6,11,3,2,10,7,10,8,7,10,14,15,35,69,84,86,138,200,163,77,14,3
1992,963,4,7,4,7,8,5,7,13,5,13,10,16,26,54,86,109,137,182,162,83,23,2
1993,1052,7,6,6,6,6,6,10,6,8,8,12,18,23,52,92,121,104,239,201,93,24,4
1994,1079,10,8,3,5,7,8,9,4,5,10,21,24,27,61,80,146,101,202,188,133,23,4
1995,1158,4,8,3,5,7,3,7,8,12,17,18,21,29,55,98,143,122,222,226,110,38,2
1996,1173,4,7,6,5,7,5,4,9,4,8,18,18,28,55,91,142,163,185,237,139,34,4
1997,1172,3,5,8,3,6,4,10,4,13,4,13,16,24,53,100,127,193,183,219,141,39,4
1998,1243,5,8,3,0,4,5,7,3,7,6,19,28,34,52,86,149,199,185,271,135,33,4
1999,1254,5,7,0,1,7,4,1,3,9,7,16,25,27,50,94,145,221,156,275,154,42,5
