"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,5691,81,95,34,16,94,46,73,67,119,143,244,307,424,704,511,626,861,791,360,86,9,0
1926,5633,78,87,37,15,83,46,74,67,107,132,223,294,374,650,531,650,912,805,365,91,11,0
1927,5392,74,49,25,12,57,39,65,63,82,105,176,239,321,538,534,660,996,837,415,94,10,0
1928,5412,72,51,28,11,61,39,69,63,85,108,174,238,339,557,561,658,991,802,400,93,11,0
1929,5659,64,53,33,9,62,41,65,67,88,109,187,258,359,588,552,691,1021,870,432,99,11,0
1930,5249,60,46,32,7,61,35,69,70,90,111,184,250,373,587,517,795,751,809,332,65,7,0
1931,5715,50,55,35,17,52,43,65,78,94,120,213,275,416,583,537,864,824,922,376,85,9,0
1932,5775,39,62,40,18,54,41,80,97,91,128,183,290,457,659,573,856,770,912,340,77,8,0
1933,5813,45,51,38,23,50,50,75,81,126,123,212,295,459,657,548,865,761,921,345,82,9,0
1934,5694,48,50,42,22,32,37,78,77,132,129,211,289,438,667,576,838,774,850,321,75,8,0
1935,5955,32,41,34,23,46,40,81,96,150,141,209,291,482,757,553,859,798,884,348,82,9,0
1936,5739,28,47,34,18,43,34,67,85,139,121,203,291,418,774,500,854,805,849,343,76,8,0
1937,5130,53,56,24,9,65,26,98,73,136,116,181,287,412,626,409,771,619,764,322,73,8,0
1938,5242,66,62,20,18,54,40,117,75,126,135,199,287,471,621,373,752,629,784,334,72,9,0
1939,5098,102,65,17,19,35,38,107,57,121,121,205,234,418,621,357,724,598,824,348,77,9,0
1940,5937,123,78,41,30,67,27,54,81,128,169,186,258,427,674,613,836,834,866,351,84,10,0
1941,5272,103,55,42,26,67,46,60,83,152,181,218,251,359,578,592,699,714,705,272,63,6,0
1942,4808,96,36,35,29,56,40,48,85,136,177,199,239,321,493,461,654,673,703,262,60,6,0
1943,3947,115,47,38,20,56,34,37,71,122,123,151,178,231,425,339,539,536,609,222,50,5,0
1944,4187,78,49,33,33,86,58,58,102,126,150,158,211,271,404,365,543,530,628,244,54,6,0
1945,3684,101,50,34,18,62,44,44,64,119,127,157,166,244,379,326,468,453,550,221,48,5,0
1946,3206,81,55,30,14,43,32,30,41,79,100,126,134,213,365,279,437,403,495,203,43,5,0
1947,3073,79,43,20,15,45,34,31,33,75,94,121,156,198,292,244,434,409,495,208,44,5,0
1948,2857,65,38,13,12,35,32,29,33,57,84,119,152,141,260,268,394,381,486,208,45,5,0
1949,3227,76,53,18,19,33,28,37,24,55,79,136,155,171,312,260,452,462,554,241,56,7,0
1950,3251,74,48,15,15,26,21,36,32,68,88,116,155,175,319,283,463,488,532,231,58,7,0
1951,3564,59,49,11,13,17,27,38,36,54,99,149,185,202,321,353,484,558,573,266,64,7,0
1952,3380,58,68,13,15,17,25,34,25,39,84,132,185,211,311,341,447,540,462,273,89,12,0
1953,3586,58,44,11,10,14,20,33,42,40,94,145,204,233,336,360,470,574,523,270,95,11,0
1954,3313,49,32,13,12,19,16,26,42,37,82,139,200,218,303,361,412,506,484,259,94,12,0
1955,3457,50,37,11,7,13,18,30,39,34,71,131,189,266,293,341,516,577,479,261,82,12,0
1956,3631,55,40,15,2,10,15,32,29,47,70,130,202,297,340,416,473,561,515,273,93,15,0
1957,3503,50,39,14,3,13,20,23,41,48,50,118,187,311,375,377,515,498,480,247,81,12,0
1958,3457,47,32,8,8,10,12,17,32,42,32,116,199,293,362,381,497,530,480,253,93,14,0
1959,3425,46,31,8,3,6,11,27,35,47,41,107,169,314,415,385,477,508,447,252,81,14,0
1960,3451,36,29,9,9,5,6,18,40,52,41,106,179,284,378,408,479,528,462,283,87,12,0
1961,3619,41,29,8,6,5,10,12,25,45,52,96,187,322,459,393,491,554,490,282,97,14,0
1962,4104,37,24,7,11,9,4,18,42,58,64,103,192,313,528,476,580,649,538,320,115,14,0
1963,4431,34,26,7,9,5,11,14,47,56,94,112,205,358,556,585,642,695,529,319,111,15,0
1964,4386,36,24,7,11,5,11,14,32,64,77,86,183,376,530,597,681,674,552,306,103,17,0
1965,4824,34,19,12,6,9,7,14,39,63,94,107,201,375,610,717,729,722,586,350,109,21,0
1966,4735,28,26,3,4,7,10,8,28,52,73,108,177,396,594,780,699,684,597,331,109,20,0
1967,4997,34,29,9,7,6,9,11,37,62,105,133,154,401,591,829,741,727,626,337,133,18,0
1968,4581,90,26,9,11,10,11,10,31,63,90,146,121,286,511,722,791,666,582,292,96,18,0
1969,5213,102,29,20,8,12,8,11,24,62,96,135,134,340,559,824,871,796,620,380,153,29,0
1970,4740,91,25,9,6,13,12,12,22,49,87,131,113,284,506,739,856,707,585,353,118,21,0
1971,4716,80,39,15,5,8,12,12,29,49,84,136,156,245,443,741,871,726,559,359,127,22,0
1972,4991,77,20,12,8,11,16,13,26,61,79,141,171,220,492,743,959,749,619,402,140,32,0
1973,4721,83,26,12,9,8,6,15,23,54,75,120,193,168,468,616,857,778,619,404,162,23,0
1974,5009,75,33,18,10,13,11,21,21,33,89,136,208,156,410,661,951,888,646,423,172,35,0
1975,5556,71,18,24,21,14,11,20,31,41,87,155,237,219,421,747,971,1041,727,463,201,32,1
1976,5798,59,18,16,18,15,7,15,27,51,92,178,224,245,411,680,1062,1066,764,543,255,50,1
1977,5629,55,21,23,17,10,8,20,28,49,69,155,192,293,344,717,967,1121,790,487,216,42,4
1978,5511,45,20,18,16,11,8,20,22,35,72,139,180,312,310,640,906,1126,864,489,229,48,1
1979,5257,62,16,16,26,13,11,20,34,37,65,137,194,308,221,569,837,1065,868,471,219,64,4
1980,5125,57,12,26,17,15,12,18,23,30,55,116,200,309,249,515,809,1010,887,478,229,53,5
1981,5264,56,26,19,15,5,12,18,30,41,76,112,179,271,302,485,784,1059,913,529,261,67,4
1982,5127,49,19,19,20,13,10,20,34,40,58,96,189,232,369,359,717,989,957,591,277,61,8
1983,5311,49,20,21,16,14,14,14,32,44,69,89,171,245,354,364,794,1047,993,619,270,58,14
1984,5261,37,19,20,27,17,18,27,32,48,56,107,168,260,364,333,711,1045,969,682,246,68,7
1985,5256,37,18,10,15,12,11,18,20,52,45,75,170,267,351,333,700,985,1058,718,282,70,9
1986,5016,25,19,16,9,14,13,10,26,65,74,83,156,227,372,372,585,923,952,673,305,78,19
1987,4837,48,16,14,11,23,16,22,26,49,60,90,141,227,308,440,454,816,926,758,314,72,6
1988,4819,40,12,9,7,21,13,13,20,46,70,71,128,246,347,444,419,830,919,751,328,78,7
