"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1989,4941,36,15,8,14,10,13,14,20,39,76,76,123,263,310,469,366,853,967,794,372,92,11
1990,5024,35,20,8,13,11,17,21,27,43,72,79,113,206,302,444,423,777,972,914,430,87,10
1991,5037,45,17,11,12,11,17,15,29,44,85,78,107,218,320,478,447,674,972,868,457,117,15
1992,4850,44,18,5,8,10,11,12,21,52,77,83,108,174,312,398,570,577,932,852,456,114,16
1993,5060,27,14,9,18,6,17,17,30,55,103,96,114,187,317,450,596,518,965,885,504,116,16
1994,5191,27,8,4,7,13,15,15,25,50,73,106,119,168,318,428,673,475,966,1002,531,155,13
1995,5277,27,16,6,5,8,12,16,26,47,82,118,118,167,310,455,632,560,912,997,594,154,15
1996,5451,23,19,6,8,8,18,23,20,44,69,114,136,175,316,429,656,680,924,973,646,145,19
1997,5278,23,7,7,16,13,10,12,28,33,66,103,168,137,283,431,658,770,717,1007,604,169,16
1998,6278,30,14,7,12,8,12,12,24,52,65,113,175,200,354,563,802,1066,779,1127,638,200,25
1999,6963,27,9,8,5,11,15,13,25,38,75,144,212,241,377,649,919,1231,780,1218,736,199,31
