"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1955,268851,17956,3047,936,663,1454,2471,3069,3722,3251,6305,11117,17147,21431,22095,27841,34492,38336,32071,16131,4656,625,35
1956,278863,16890,2708,989,639,1363,2169,2948,3756,3781,6053,11219,17765,23112,23635,28977,35468,39597,34947,16936,5132,712,67
1957,273826,15784,2882,1034,800,1515,2284,3329,3796,4110,5124,10800,17074,23581,24616,28668,35370,37476,33060,16894,4880,706,43
1958,254075,14672,2426,847,742,1335,2101,3039,3500,4228,4127,9266,15114,21994,23384,26002,32107,34854,32002,16714,4865,719,37
1959,259015,14043,2408,952,869,1454,2007,2943,3517,4610,3751,9475,15364,22506,25367,26355,32954,34841,32382,17402,4968,791,56
1960,265811,13011,2126,839,854,1258,1844,2602,3497,4457,4117,8789,15736,22955,28006,27311,33341,36563,32745,19286,5582,844,48
1961,257522,12379,2016,895,831,1591,1945,2818,3573,4547,5008,7980,14724,22250,28074,27237,31553,34661,30577,18822,5155,838,48
1962,276566,12531,2071,933,872,1668,1908,2599,3632,4811,5863,7392,15390,23028,30382,30711,33447,37350,33300,21115,6601,924,38
1963,285652,12741,2010,888,841,1783,2086,2622,3483,4833,6506,6763,15413,23964,32517,33146,34625,38810,33516,21379,6708,940,76
1964,268515,11844,1782,852,912,1964,2232,2656,3310,4808,6824,5766,14450,22216,30808,32964,32575,35357,31023,18924,6237,921,87
1965,280665,10893,1745,896,843,2156,2285,2452,3366,4990,7090,6809,13977,22860,32006,36449,34057,36745,32452,20393,7025,1077,99
1966,273200,11002,1677,873,772,2240,2560,2485,3235,4856,7005,7795,12268,21752,30906,37289,33754,35003,30849,18894,6950,940,93
1967,280850,10067,1627,870,857,2281,2879,2350,3123,4651,6982,9184,10965,22001,31093,38957,36394,35505,32466,19665,7612,1236,85
1968,285695,9774,1593,881,935,2392,3035,2326,2993,4749,7192,10107,9834,21401,31165,39850,38450,36241,32914,20511,7944,1293,115
1969,297599,9526,1624,922,965,2461,3431,2440,3092,4986,7391,11148,9086,21952,32427,42482,42933,37622,33254,20249,8051,1451,106
1970,279203,8904,1537,963,891,2454,3546,2474,2939,4602,7136,10210,9665,18676,29447,38589,41131,35218,31666,20023,7504,1437,191
1971,285540,8739,1451,953,935,2663,3837,2718,2801,4485,7441,10593,11618,17284,28859,38719,43611,36268,31937,20767,8129,1556,176
1972,285300,8110,1471,897,895,2690,4063,3019,2937,4441,7414,10777,13101,15366,28414,38535,44383,38105,31026,20131,7852,1536,137
1973,287981,7606,1477,892,890,2773,3971,3047,2774,4092,7335,10766,14302,13540,27727,37683,45243,39903,32081,21453,8454,1782,190
1974,286604,6839,1506,837,900,2667,3715,3117,2632,4049,7104,10918,15530,12229,27606,37049,45567,41891,31163,20854,8456,1776,199
1975,291108,5906,1287,840,853,2559,3637,3240,2582,3899,6992,11179,15792,13863,25541,37519,46107,44963,32089,21421,8847,1790,202
1976,290186,5258,1134,749,796,2650,3924,3359,2916,3749,6649,11253,15750,16377,22935,36139,45373,46199,32725,21330,8884,1832,205
1977,281016,5013,1094,786,816,2579,3758,3291,3079,3543,6315,11073,15245,17815,19545,34424,43350,45763,32635,20197,8667,1749,279
1978,286218,4538,1107,772,764,2540,3624,3174,3133,3409,6023,10930,15182,19453,17889,34045,43547,47900,35657,21314,9077,1872,268
1979,283734,4371,965,714,769,2620,3813,3307,3482,3452,5845,10461,15539,20895,15598,33060,42410,47351,36867,20971,8991,2012,241
1980,285481,4728,962,747,749,2622,3942,3325,3616,3504,5613,10074,15427,20324,17558,30298,42226,47556,39449,21209,9155,2144,253
1981,287614,4623,966,647,734,2334,3757,3242,3713,3769,5235,9524,15417,20093,20386,27242,41273,47795,41857,22860,9671,2215,261
1982,282661,4390,881,582,698,2374,3756,3321,3625,4150,5168,9192,15067,20214,22581,23610,39958,46169,41678,23420,9398,2152,275
1983,288897,3957,937,596,694,2137,3803,3370,3745,4476,5075,8844,14839,20224,24676,21413,39970,47517,44453,25471,10049,2309,342
1984,282468,3597,867,515,660,1993,3751,3352,3727,4652,5049,8406,14285,20259,26518,18746,38412,46022,43210,26166,9709,2276,296
1985,286892,3741,770,483,631,1945,3384,3301,3585,4929,5136,8172,13773,20309,25946,21450,35865,46380,45529,28449,10360,2418,336
1986,283779,3607,764,503,564,1871,3434,3206,3687,4948,5681,7662,13282,19716,25625,24452,32118,45263,44611,29314,10728,2406,337
1987,275360,3572,709,476,530,1706,3212,3187,3579,4918,5953,7255,12362,19015,24699,26991,27743,43328,42883,29386,11150,2398,308
1988,272456,3532,726,444,470,1790,3260,3177,3711,4893,6355,7093,11715,18606,24252,28774,23927,42471,42537,30353,11553,2513,304
1989,274263,3378,689,429,463,1760,3317,3411,3836,4922,6765,7122,11468,17965,24307,30933,21469,42084,43024,31423,12505,2671,322
1990,272664,3284,696,363,426,1700,3264,3504,3947,5114,7225,7299,10677,16863,23842,29513,24049,38393,43216,32394,13778,2732,385
1991,272560,3242,656,394,462,1610,3241,3614,4206,5133,7502,7980,10068,16132,23644,29314,27791,34499,42977,32395,14398,2944,358
1992,271506,3012,614,343,424,1495,3069,3527,4226,5205,7433,8661,9917,15318,23174,29159,31292,30465,42647,32644,15313,3162,406
1993,275677,2732,589,345,428,1388,3077,3390,4302,5368,7351,9195,9688,15063,22952,28968,34299,27249,44169,34587,16524,3584,429
1994,270749,2445,495,338,458,1317,2881,3313,4275,5236,7187,9886,9873,14423,21805,28446,36136,24216,42639,34482,16716,3784,398
1995,275091,2002,479,321,398,1276,2605,3188,4148,5137,7112,10356,9965,13759,21269,29151,36087,28518,40540,36007,18062,4310,416
1996,276791,2022,467,306,394,1315,2377,2824,3659,4764,6906,9944,10873,13304,20756,28937,36075,33265,37544,36834,19003,4695,527
1997,272807,1977,438,293,359,1299,2256,2593,3144,4287,6390,9856,11418,12786,19529,28138,35641,37248,32778,37200,19571,5049,550
1998,274195,1901,409,259,326,1215,2131,2506,2895,4139,6244,9731,12141,12640,18930,27300,35409,41270,30018,38823,20130,5218,558
1999,274763,1841,402,244,323,1309,2100,2396,2752,3809,6170,9591,12897,12628,18077,26849,35257,44033,27193,39325,21184,5724,657
