"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1969,569,0,2,1,0,3,4,2,4,2,14,15,26,33,60,89,95,93,71,43,8,2,0
1970,524,0,4,1,1,2,3,3,1,7,10,14,12,37,53,92,89,91,59,33,9,2,0
1971,549,0,1,1,2,2,2,2,0,5,13,17,20,27,65,94,105,75,68,35,9,4,1
1972,536,1,0,3,1,2,5,3,7,7,9,11,26,28,55,79,94,84,71,35,14,1,1
1973,537,0,2,2,0,1,1,2,3,7,13,15,19,24,52,84,95,95,70,44,10,0,0
1974,504,0,0,3,1,1,3,1,2,7,17,12,29,20,55,71,89,70,66,38,17,1,0
1975,581,0,1,2,0,3,1,2,2,8,10,18,21,24,47,78,120,97,80,49,15,1,0
1976,653,0,2,0,5,1,1,4,5,12,4,20,29,27,56,109,106,113,92,46,17,4,0
1977,610,0,1,1,2,1,0,6,4,8,15,20,27,39,36,65,117,102,95,56,11,4,1
1978,635,1,0,1,3,0,1,3,3,8,11,15,23,41,29,93,108,131,86,61,15,2,0
1979,572,0,1,0,5,4,1,5,3,5,8,16,25,43,26,62,99,110,92,48,16,3,0
1980,637,0,1,5,1,3,2,1,5,5,10,20,24,30,43,81,133,131,79,42,17,4,0
1981,694,0,1,1,1,5,3,5,3,8,11,19,21,47,45,72,109,139,130,50,20,4,0
1982,768,0,1,1,0,3,3,5,7,4,13,24,30,39,52,63,132,154,119,84,27,6,1
1983,816,0,2,2,2,3,1,2,2,8,7,11,34,39,62,79,143,155,143,79,34,6,2
1984,847,0,1,0,1,2,2,5,7,5,8,10,28,37,71,69,145,166,154,100,27,8,1
1985,857,0,1,2,1,2,2,5,2,13,7,16,26,46,58,66,129,170,147,116,39,8,1
1986,840,0,1,1,2,3,3,4,7,5,8,10,27,46,64,67,100,168,171,111,31,10,1
1987,826,0,0,0,1,4,0,2,5,9,9,3,24,30,66,78,112,143,170,127,35,8,0
1988,768,0,3,2,1,2,0,1,10,8,6,4,18,37,54,79,62,154,166,120,32,9,0
1989,791,0,0,1,1,4,3,3,5,6,6,12,20,37,46,85,65,156,165,123,47,5,1
1990,816,0,1,0,0,0,2,1,1,5,5,11,11,34,57,77,81,159,160,139,61,11,0
1991,853,0,1,1,4,1,1,4,0,5,14,12,19,26,51,87,83,136,174,150,66,18,0
1992,763,0,0,0,2,1,2,0,3,4,7,13,12,24,45,76,96,84,175,132,68,19,0
1993,841,0,1,1,0,2,2,2,1,4,7,16,11,29,48,74,98,105,201,156,69,13,1
1994,847,0,0,0,0,2,2,3,3,10,8,13,15,19,43,66,111,95,214,150,77,13,3
1995,865,0,0,0,2,2,2,2,5,4,8,10,19,18,43,81,121,97,190,146,101,13,1
1996,844,0,0,3,1,3,2,0,1,4,14,14,15,23,41,72,98,118,161,172,77,24,1
1997,855,0,1,0,0,5,1,2,2,7,10,9,16,17,32,80,111,140,138,170,87,25,2
1998,931,0,1,1,1,2,3,3,1,7,11,14,22,29,35,73,113,162,134,182,103,30,4
1999,1013,0,1,1,2,3,0,3,6,3,13,17,19,27,38,70,112,195,127,221,115,36,4
