"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1973,5739,182,121,46,37,64,67,50,61,77,121,138,196,206,425,644,953,880,786,496,161,27,1
1974,5690,177,102,38,41,49,52,58,47,63,111,151,211,173,428,587,925,948,816,502,173,34,3
1975,5536,149,77,43,46,61,51,58,49,74,107,163,176,169,368,636,898,982,773,454,172,27,1
1976,5799,152,68,46,44,51,75,71,44,57,104,165,192,240,340,561,994,1086,804,503,164,36,2
1977,5620,120,70,40,41,49,64,54,58,63,109,146,170,215,310,614,895,1074,808,489,195,29,5
1978,5568,89,73,46,39,59,62,63,53,51,90,139,215,249,264,580,894,1084,829,479,167,36,6
1979,5475,81,71,37,36,73,60,52,75,57,120,170,171,281,209,554,899,1118,811,420,155,25,1
1980,5271,112,71,44,33,52,63,60,70,70,75,149,231,263,245,484,830,1060,805,400,127,25,2
1981,5509,93,75,44,51,57,49,66,92,69,112,146,195,270,293,457,859,1133,884,392,141,26,5
1982,5300,107,62,34,44,56,60,75,70,80,84,141,215,275,343,420,864,992,833,400,128,14,3
1983,5676,103,48,38,52,59,56,79,92,103,83,137,191,293,383,407,819,1159,942,473,127,30,2
1984,4805,70,56,17,49,64,39,56,67,103,92,141,199,247,367,304,673,867,825,418,124,24,3
1985,4341,85,43,29,25,72,57,59,64,106,92,127,187,234,326,321,579,790,688,351,86,16,4
1986,4614,82,57,31,25,50,73,77,81,98,102,114,201,252,358,382,543,813,790,377,86,16,6
1987,4600,74,36,22,32,44,56,61,76,100,100,105,166,225,329,419,546,879,772,425,114,16,3
1988,4942,81,47,29,28,48,59,48,79,86,119,119,160,226,335,485,500,961,842,526,136,21,7
1989,5166,79,40,24,32,34,53,50,83,117,114,109,140,262,349,561,465,994,920,557,153,27,3
1990,5261,72,49,27,29,49,59,65,69,108,131,121,158,234,305,490,542,853,1077,615,178,30,0
1991,5116,70,56,23,30,40,58,57,77,114,147,134,150,221,315,482,557,819,956,608,177,23,2
1992,5177,86,49,25,23,33,50,58,62,95,135,159,142,226,305,487,626,699,1009,663,213,30,2
1993,5252,87,40,23,26,39,52,61,78,109,129,133,129,176,316,520,717,647,1055,690,187,33,5
1994,5478,97,38,28,27,47,48,58,60,103,134,162,131,214,312,519,760,585,1108,774,239,34,0
1995,5655,79,37,15,25,30,43,58,66,103,145,175,156,223,322,521,740,782,1019,795,268,52,1
1996,5814,75,34,24,21,43,38,66,75,91,144,175,155,196,282,491,764,822,1072,888,307,47,4
1997,6057,96,30,15,28,39,44,43,82,96,156,185,177,169,272,514,796,1039,956,936,321,61,2
1998,6691,85,30,22,28,30,37,51,65,89,152,149,183,166,264,508,810,1313,1036,1149,460,63,1
1999,7107,82,34,20,33,37,42,54,61,93,148,173,200,155,255,514,868,1427,985,1305,513,105,3
