"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,74532,515,167,154,196,315,402,559,632,980,1699,2766,4322,6277,9047,11797,13138,11340,7097,2543,529,52,4
1926,75071,496,177,166,176,324,465,569,656,985,1746,2629,4568,6237,9371,11879,12990,11786,6930,2422,451,46,2
1927,72761,319,115,159,148,302,454,554,687,930,1606,2436,4421,6104,9170,12098,12783,11513,6278,2226,405,51,3
1928,74370,520,141,194,140,312,394,646,692,921,1661,2590,4566,6477,9428,12533,13008,11543,5921,2246,405,32,2
1929,81969,457,147,227,131,347,454,654,781,1034,1782,2792,4964,7138,10190,13466,14269,13096,6945,2578,464,51,2
1930,73398,357,133,214,149,302,437,574,819,971,1625,2610,4424,6652,9338,12336,12481,11691,5176,2487,547,70,5
1931,75883,449,161,192,149,261,424,547,717,974,1533,2473,4287,7023,9199,12640,13139,12473,5728,2732,693,81,7
1932,74636,362,149,209,188,206,414,542,776,907,1521,2399,4189,6802,9034,12379,13160,12122,5955,2588,653,78,3
1933,75694,378,157,195,196,180,377,487,764,983,1504,2449,4011,6743,9117,12602,13563,12274,6208,2708,714,85,3
1934,74789,402,156,191,193,136,331,502,733,1106,1474,2447,3946,6473,9160,12295,13358,12493,5999,2632,679,81,3
1935,77909,295,131,183,180,205,334,459,780,1146,1488,2491,4129,6579,9733,12621,13877,13091,6396,2926,770,89,6
1936,76782,252,128,175,170,198,298,470,710,1104,1524,2325,3980,6236,9947,12077,13748,13110,6456,3031,750,88,5
1937,78663,308,190,198,218,266,277,470,708,1068,1552,2247,4043,6406,10020,12490,13796,13240,6871,3346,837,105,6
1938,81435,306,179,183,199,271,322,468,669,1120,1654,2287,4117,6231,10116,12802,13769,14118,7786,3808,901,121,5
1939,77879,271,117,110,186,240,208,372,540,973,1597,2194,3820,5686,9552,11786,13627,14148,7722,3712,899,111,6
1940,96855,194,113,175,172,258,195,359,567,1035,1899,2526,4428,6789,10609,15395,17546,17635,10555,4910,1308,176,10
1941,94476,202,107,146,143,255,249,358,647,1164,2084,2712,4327,6667,10146,15171,16422,17251,10441,4639,1206,134,6
1942,92479,193,136,150,164,235,271,295,512,901,1708,2355,3825,6147,9526,14856,16820,17308,10976,4743,1206,144,8
1943,82278,608,140,179,182,269,336,252,494,864,1601,2181,3233,5357,8550,13293,15425,14991,9244,3950,1001,117,10
1944,84421,538,126,180,211,329,396,262,498,823,1518,2335,3287,5472,8360,13249,16199,15459,9597,4356,1086,131,10
1945,80084,554,150,173,234,291,374,305,492,779,1440,2369,3144,5167,8093,12327,15183,14373,9177,4285,1039,125,10
1946,73767,448,125,165,181,248,271,262,325,675,1288,2121,3058,4694,7493,11008,14458,13053,8682,4108,977,114,13
1947,76373,454,90,123,155,220,258,286,315,651,1321,2281,3188,4801,7497,10876,14950,13831,9311,4545,1075,132,11
1948,77721,355,71,100,127,199,247,289,301,726,1412,2481,3461,4854,7913,10972,15065,14283,9101,4516,1093,142,13
1949,87075,255,83,80,114,191,219,340,229,674,1401,2543,3829,5149,8232,11989,16857,16946,10841,5486,1419,189,11
1950,83951,267,80,79,125,187,229,280,265,595,1292,2436,4062,5106,7993,11512,15747,16311,10436,5264,1455,185,46
1951,88186,230,99,66,89,146,212,302,305,574,1328,2516,4271,5333,8085,11786,15896,18059,11107,5952,1591,196,43
1952,84518,204,111,66,70,138,175,242,348,470,1226,2333,4171,5386,7623,11247,14865,17120,11826,5503,1252,132,11
1953,88868,207,89,62,74,125,179,270,396,386,1186,2393,4479,5826,7617,11763,15165,18299,12997,5747,1445,150,12
1954,86374,217,97,54,70,114,169,229,412,398,1184,2418,4343,5920,7616,11201,14480,17235,12841,5821,1396,147,11
1955,87392,213,99,47,68,105,165,231,413,455,1044,2239,4171,6236,7492,10887,14825,17092,13680,6255,1486,186,5
1956,91666,184,73,61,54,89,146,233,425,499,1110,2350,4413,6581,8014,11320,15224,17611,14911,6471,1673,206,16
1957,86874,172,82,40,48,79,133,222,347,557,835,2216,4110,6508,7962,10583,14508,16161,13903,6557,1617,221,11
1958,83525,157,72,20,28,57,98,201,333,549,763,1923,3668,6143,7663,9853,13391,15407,14218,7002,1732,235,11
1959,85247,169,81,46,46,76,116,201,345,599,635,1980,3750,6320,8284,9809,13663,15522,14398,7170,1790,241,6
1960,87506,130,63,28,46,68,107,191,351,634,738,1897,3758,6443,8937,10201,13626,16015,14234,7844,1895,286,14
1961,85533,129,64,32,44,68,121,185,397,657,887,1743,3510,6182,8997,10033,13114,15438,13606,8159,1852,301,15
1962,93497,113,76,35,37,74,110,188,417,704,1113,1619,3839,6451,9830,11613,14064,16630,14811,9001,2421,338,12
1963,95755,121,58,35,43,85,105,216,372,724,1237,1486,3815,6689,10537,12187,14330,17049,14773,9027,2536,309,21
1964,89373,106,44,35,51,72,92,165,379,725,1314,1235,3474,6017,9742,11930,13467,15648,13942,8218,2386,308,24
1965,92902,94,67,31,36,96,113,173,380,724,1336,1468,3427,6171,10045,12944,13782,15941,14512,8523,2657,365,18
1966,89831,98,76,31,43,98,85,178,334,717,1292,1703,2982,5843,9570,13089,13433,15271,13730,8190,2693,342,32
1967,92539,71,56,26,45,84,120,158,319,661,1297,1963,2625,5874,9250,13677,14411,15437,14466,8541,3007,421,30
1968,93915,129,70,30,43,82,96,139,319,657,1338,2161,2302,5704,9494,13644,15048,15448,14472,8982,3249,472,36
1969,97213,55,60,47,43,91,127,148,282,657,1259,2281,2074,5739,9564,14531,16377,15886,14925,9032,3436,574,26
1970,92781,89,55,27,55,74,123,159,268,608,1265,2159,2173,4928,8925,13315,15945,15364,14411,9067,3148,565,57
1971,96243,92,71,29,38,97,120,146,267,567,1299,2262,2740,4648,8815,13492,17249,15908,14852,9452,3430,614,56
1972,95498,82,55,35,45,92,135,172,247,587,1255,2200,3039,4110,8504,13424,17341,16591,14107,9274,3527,624,52
1973,95835,142,48,38,50,95,105,161,260,488,1234,2181,3378,3524,8032,12755,17566,17064,14551,9728,3662,707,64
1974,96937,114,78,31,43,82,144,195,237,567,1250,2245,3719,3230,8289,12743,17791,17870,14094,9664,3748,745,59
1975,99833,84,45,29,51,100,150,206,247,546,1221,2268,3806,3648,7667,12876,18067,19291,14690,10020,4046,708,67
1976,97528,78,47,24,41,88,116,181,278,540,1151,2244,3642,4199,6736,12085,17454,19632,14694,9608,3887,724,78
1977,92700,72,34,25,37,68,145,198,321,504,1032,2160,3458,4543,5496,11154,16335,18984,14311,9210,3784,732,98
1978,94673,52,30,26,32,69,118,222,340,540,1051,2146,3371,4987,5092,11140,16223,19631,15477,9412,3892,732,89
1979,93889,66,34,27,30,94,116,177,369,483,1038,2074,3490,5312,4433,10719,15609,19314,16094,9555,3947,828,82
1980,94385,54,26,20,30,83,131,182,366,505,959,1910,3335,5154,4887,9941,15520,19506,17339,9469,3984,890,93
1981,92726,62,35,20,25,71,118,160,354,519,825,1687,3201,4927,5510,8579,14781,18953,17873,9950,4100,873,101
1982,90712,44,23,15,25,95,112,163,281,541,835,1671,3177,4872,6123,7423,14244,18369,17677,10068,3984,872,98
1983,91943,45,27,21,42,62,125,178,316,546,803,1590,3050,4735,6587,6690,14087,18552,18547,10749,4167,923,101
1984,90204,34,37,20,25,63,108,176,372,618,811,1505,2949,4654,7343,5648,13468,17984,18102,11159,4072,948,108
1985,92726,47,25,15,36,70,108,167,314,661,876,1500,2762,4737,7215,6555,12545,18185,19240,12169,4407,978,114
1986,89692,36,33,9,35,63,84,176,331,673,923,1432,2748,4489,6750,7370,11108,17380,18325,12431,4305,886,105
1987,85897,49,34,14,28,58,105,146,317,650,994,1311,2434,4206,6374,8124,9452,16324,17578,12109,4512,971,107
1988,82770,53,22,14,23,58,75,126,299,633,1013,1196,2192,3958,6022,8353,7847,15725,16961,12363,4745,975,117
1989,80881,47,25,15,20,61,74,130,261,595,1023,1169,2038,3662,5823,8661,6769,14988,16764,12586,4997,1046,127
1990,78918,46,19,13,15,41,90,150,261,617,1104,1122,1925,3283,5548,8081,7385,13604,16496,12761,5269,950,138
1991,79586,40,26,12,15,47,95,127,251,581,1111,1281,1815,3183,5588,8097,8719,12120,16627,12949,5674,1115,113
1992,77714,36,21,9,13,48,76,127,259,554,1024,1368,1744,2919,5212,7729,9722,10638,16187,12718,5984,1182,144
1993,79203,35,29,16,26,37,80,121,240,545,1016,1437,1674,3025,5122,7587,10630,9348,16718,13603,6466,1311,137
1994,76480,27,19,10,23,43,77,111,234,488,1007,1460,1688,2821,4726,7329,10964,8121,15948,13349,6506,1377,152
1995,78562,27,10,6,14,34,69,119,210,505,991,1619,1725,2661,4670,7565,10897,9490,15184,13991,7052,1588,135
1996,79239,37,12,11,18,37,55,116,225,470,998,1592,1834,2545,4543,7433,10752,11024,13909,14333,7321,1793,181
1997,77788,28,13,7,19,45,61,112,209,443,964,1598,1974,2441,4312,7228,10498,12251,12034,14122,7405,1837,187
1998,76299,40,16,4,14,42,52,78,193,418,877,1549,2032,2379,3978,6663,9914,13312,10736,14455,7581,1789,177
1999,75706,39,20,10,14,50,68,104,190,404,840,1591,2226,2321,3773,6343,9699,13965,9485,14387,7958,2001,218
