"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1925,61556,5592,2086,243,164,465,728,853,679,918,1163,1511,2446,3104,3828,5247,6487,8740,9849,5534,1684,220,16
1926,55879,4803,1953,249,134,384,634,730,611,770,988,1247,2068,2468,3229,4594,5856,8318,9479,5394,1697,252,19
1927,40082,2360,1324,162,58,208,359,345,284,344,449,581,1045,1222,1694,2719,3981,6867,8665,5584,1622,198,12
1928,39807,2773,1299,133,42,185,296,349,288,333,447,529,1028,1306,1777,2755,3950,6855,8254,5380,1593,223,12
1929,43025,2458,1378,170,45,202,350,366,332,358,482,592,1148,1439,1886,2898,4207,7550,9251,5942,1729,226,15
1930,36973,2314,1267,108,25,129,216,315,304,332,416,532,1042,1364,1745,2648,4863,5251,8355,4472,1110,152,12
1931,40185,2359,1166,116,31,122,225,315,300,323,406,512,1105,1522,1781,2820,5300,5723,9429,5007,1430,180,15
1932,38813,1883,1068,117,38,107,210,294,301,334,407,536,1089,1545,1817,2989,5172,5476,9408,4551,1297,167,8
1933,40325,1834,1111,137,52,106,219,316,337,373,446,597,1185,1721,2074,3057,5351,5610,9575,4648,1391,179,6
1934,40032,1776,1239,141,52,88,209,321,350,460,480,616,1305,1835,2252,3216,5284,5632,8951,4373,1282,164,6
1935,43361,1947,1197,169,77,125,272,372,439,546,583,717,1459,2023,2551,3535,5728,5958,9318,4741,1415,177,11
1936,42521,2193,1030,155,67,133,227,345,402,518,568,694,1395,1876,2549,3505,5778,5913,8990,4689,1315,166,10
1937,42434,2599,1189,82,43,117,244,397,441,447,705,715,1578,1819,2863,3413,5799,6028,8128,4396,1252,170,10
1938,47231,2764,1194,76,33,146,283,483,399,480,746,810,1881,2052,3260,4017,6614,6803,8850,4811,1323,196,8
1939,50798,2501,990,59,43,173,184,407,419,442,778,966,1987,2217,3587,5112,7463,7736,9206,4924,1401,194,10
1940,40875,2024,792,149,79,195,154,276,361,530,698,716,1347,1705,2164,3346,4850,5950,9167,4720,1434,209,12
1941,31227,1288,604,81,34,115,126,249,296,479,612,606,1111,1329,1654,2548,3687,4617,7139,3501,1024,122,6
1942,27253,1352,513,60,21,89,107,145,196,299,399,405,799,1005,1222,2031,3286,4122,6870,3279,929,117,8
1943,21139,1137,410,79,22,89,118,122,155,256,351,349,427,593,791,1209,2597,2943,5848,2767,772,94,10
1944,21869,1211,466,74,26,137,193,152,167,260,345,404,463,582,758,1261,2614,2892,5946,2987,820,103,10
1945,19548,1536,616,73,28,94,141,126,143,224,302,337,360,507,702,1020,2238,2441,5176,2673,713,89,9
1946,17100,1412,452,59,23,70,96,103,96,167,234,289,334,448,583,914,2008,2063,4619,2414,631,77,10
1947,16225,1280,401,40,16,59,76,83,70,147,212,304,294,378,499,729,1835,1947,4619,2494,649,83,8
1948,15241,1042,315,40,16,40,60,86,64,119,186,279,316,348,508,687,1688,1837,4432,2434,649,88,9
