"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1949,16909,1001,384,40,13,36,54,74,41,130,178,258,299,366,475,692,1814,2096,5138,2880,821,114,8
1950,15714,960,355,23,10,33,40,60,41,93,157,235,302,319,428,644,1610,1927,4823,2694,820,108,34
1951,16492,841,374,21,7,26,41,61,58,86,168,241,321,359,411,645,1638,2157,5028,2986,879,113,31
1952,15236,726,449,25,7,30,37,55,49,67,127,232,310,330,395,588,1076,2265,3604,3200,1419,225,21
1953,15429,618,345,30,6,27,36,57,64,57,155,228,341,348,381,606,1048,2282,3842,3228,1481,229,21
1954,14210,576,311,23,8,27,31,47,62,52,135,234,336,328,362,555,946,2056,3419,3020,1417,245,19
1955,13868,532,302,26,7,19,34,50,74,53,133,204,308,370,379,561,939,1973,3442,2934,1301,217,11
1956,13702,482,240,19,6,20,25,41,54,61,118,202,325,396,390,531,939,1803,3461,2915,1409,247,20
1957,12301,406,265,21,7,29,28,52,55,68,97,199,300,370,369,497,861,1570,3041,2655,1170,233,9
1958,10850,406,209,19,6,12,31,48,59,67,63,141,217,295,278,394,697,1319,2718,2447,1175,232,15
1959,10733,317,197,19,10,25,33,48,63,84,83,141,240,318,353,398,668,1252,2601,2481,1137,240,25
1960,10674,294,147,15,11,19,17,35,50,68,77,149,262,328,433,415,644,1231,2485,2483,1294,204,13
1961,10264,287,159,12,12,25,26,40,45,75,84,138,276,332,385,419,601,1219,2308,2417,1191,201,13
1962,11955,332,150,24,11,24,25,42,74,92,125,151,301,434,536,624,749,1364,2487,2716,1470,214,10
1963,12096,276,136,25,9,25,33,40,64,98,155,162,349,483,587,700,848,1429,2431,2653,1332,231,30
1964,10841,287,122,13,9,34,27,55,53,95,168,102,313,450,546,671,770,1298,2132,2208,1216,245,28
1965,11275,237,109,20,7,35,24,48,44,111,163,156,324,491,601,751,799,1269,2122,2328,1327,280,28
1966,10435,225,93,17,11,30,30,39,56,95,157,165,279,446,571,753,798,1168,1915,2028,1293,237,29
1967,10678,207,85,17,15,24,26,41,42,96,165,194,262,458,693,851,864,1109,1889,2007,1302,299,32
1968,10913,188,62,19,9,28,39,42,43,94,172,234,248,486,693,883,1017,1263,1908,1935,1207,313,29
1969,11167,241,56,14,5,35,39,49,46,86,178,254,235,547,805,1059,1162,1340,1832,1777,1121,259,29
1970,10201,248,41,16,7,22,33,39,36,85,145,204,213,436,582,838,1093,1161,1798,1809,1070,285,40
1971,9732,222,56,12,6,25,20,37,34,79,129,176,265,330,588,768,1008,1172,1568,1709,1161,330,37
1972,7672,187,44,10,6,20,34,31,46,69,117,142,191,203,424,592,815,907,1262,1351,945,243,31
1973,7125,194,47,9,10,25,24,28,15,56,103,128,212,173,366,511,689,861,1152,1295,911,278,39
1974,6444,186,37,6,7,19,23,27,26,49,89,135,190,149,325,464,639,755,1033,1168,802,260,55
1975,6184,178,36,9,8,12,20,34,28,52,96,148,174,142,248,413,597,798,989,1096,801,264,41
1976,5919,224,38,7,11,15,23,32,38,61,96,139,169,165,223,398,548,777,883,1011,793,224,45
1977,5589,204,18,8,6,10,20,26,24,52,87,136,173,174,215,375,582,778,889,835,705,221,50
1978,5917,274,21,9,3,22,18,32,35,46,80,143,185,226,189,399,553,752,925,933,762,256,54
1979,5459,404,21,5,5,18,24,28,29,38,78,107,166,201,146,313,468,699,888,855,679,242,45
1980,6000,574,15,7,1,20,16,36,35,41,85,129,179,179,167,291,526,725,1033,909,730,256,46
1981,6324,644,33,2,6,15,19,32,33,47,65,107,145,205,218,284,537,784,1086,1004,736,281,41
1982,6804,775,33,6,6,17,25,33,29,64,72,103,174,214,236,267,549,817,1153,1119,779,278,55
1983,8520,779,37,3,4,19,27,43,47,82,91,118,189,255,282,316,758,1171,1577,1467,886,298,71
1984,6937,683,34,3,5,19,25,29,55,61,61,110,176,239,310,238,594,855,1200,1203,748,243,46
1985,6691,789,29,3,3,7,9,28,40,65,67,104,154,222,312,274,514,859,1150,1133,633,249,47
1986,6516,883,27,2,7,7,17,26,43,67,71,100,133,206,286,290,436,765,1090,1099,665,247,49
1987,6485,927,29,4,1,15,30,43,45,76,88,102,175,223,275,314,363,720,1001,1049,717,244,44
1988,5814,908,28,6,4,8,21,23,35,57,71,87,138,183,235,315,328,605,886,939,646,242,49
1989,6002,889,30,5,4,12,15,35,35,57,94,77,124,196,259,361,282,662,874,1052,660,227,52
1990,5863,899,29,2,4,11,22,32,49,60,80,93,124,172,271,331,295,556,890,939,725,223,56
1991,5814,956,30,1,2,9,20,24,37,57,71,81,104,129,240,346,312,510,809,1062,716,241,57
1992,5613,844,43,1,5,7,13,14,25,57,82,82,89,152,229,308,364,407,850,986,741,248,66
1993,5434,736,32,2,2,8,15,17,32,42,70,90,95,138,208,283,404,416,830,953,744,249,68
1994,5445,586,19,3,5,7,20,15,35,54,72,102,106,133,199,286,414,349,787,1010,843,343,57
1995,5614,350,15,1,4,6,10,26,25,45,67,118,94,144,195,302,427,411,881,1132,893,397,71
1996,5748,287,19,5,0,9,9,24,29,42,71,105,104,128,207,283,493,516,845,1112,1007,375,78
1997,5633,225,16,6,1,1,11,15,34,46,61,124,113,111,191,269,448,565,713,1141,1028,431,83
1998,5257,224,12,0,2,7,8,23,31,48,78,100,139,120,198,260,419,508,575,1090,916,415,84
1999,6243,216,12,2,5,13,9,25,26,43,80,143,165,137,186,265,516,742,688,1326,1075,478,91
