"Year","Total","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+"
1988,502,1,0,0,0,2,1,1,1,1,4,7,5,11,15,22,32,91,124,131,39,14,0
1989,590,0,0,1,0,0,0,1,3,8,2,1,10,12,21,39,31,110,131,134,71,15,0
1990,635,0,0,0,0,0,2,0,2,5,5,3,3,16,14,21,45,103,165,158,81,10,2
1991,594,1,0,0,0,0,2,0,2,3,8,4,6,8,18,27,36,89,160,152,60,16,2
1992,680,0,0,0,0,2,0,1,1,1,4,3,10,6,24,24,51,94,169,172,99,14,5
1993,661,1,1,0,0,0,1,0,1,0,4,2,4,12,17,33,70,73,179,155,83,22,3
1994,717,0,0,0,0,0,0,1,1,3,2,4,8,7,14,23,74,61,172,196,121,28,2
1995,717,0,0,0,0,0,2,0,0,0,2,6,8,8,23,27,84,70,156,187,118,26,0
1996,763,3,1,0,0,0,2,0,2,1,2,7,8,1,19,37,57,91,166,204,122,36,4
1997,725,0,0,0,0,0,1,1,0,4,4,3,9,5,19,29,63,94,123,209,118,37,6
1998,743,1,0,0,0,0,0,1,1,3,3,8,9,8,15,32,62,102,103,205,144,39,7
1999,754,1,2,0,0,0,1,0,0,1,2,5,7,11,10,23,72,103,110,215,134,54,3
